"Ejercicio","TipoVehículo","MarcaModelo","NumBastidor","POTENCIA_FISCAL","FECHA_MATRICULACION","tipoBeneficio","desc_tipo_beneficio","porcentajeBeneficio"
2016,"TURISMO","VOLKSWAGEN GOLF 1.8 5V 2P","WVWZZZ1JZXW141711","12.42",,"VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","RENAULT CLIO","VF1CBR7EF31488269","11.02",,,"",
2016,"TURISMO","FORD MONDEO","WF05XXGBB55G49535","14.09",,,"",
2016,"TURISMO","SEAT LEON 1.9","VSSZZZ1PZ6R019531","12.89",,,"",
2016,"MOTOCICLETA","KEEWAY SUPERLIGHT 125","TSYPEJ2G15B004050","1.45",,,"",
2016,"TURISMO","PORSCHE 2.7 COUPE","9114101486","18.7",,"VH","VEHICULO HISTORICO","100"
2016,"TURISMO","FIAT FIAT PUNTO","ZFA18800000035912","10",,,"",
2016,"TURISMO","VOLKSWAGEN POLO 1.0","WVWZZZ6NZWY070761","8.77",,,"",
2016,"TURISMO","FORD FOCUS","WF0WXXGCDW5P42405","11.47",,,"",
2016,"TURISMO","OPEL ASTRA","W0L0AHL4858110725","12.01",,,"",
2016,"TURISMO","FIAT BRAVO","ZFA18200005084673","11.56",,"VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"MOTOCICLETA","YAMAHA XP500","JYASJ031000005931","4.39",,,"",
2016,"TURISMO","FORD FOCUS","WF0AXXWPDAYL58894","12.3",,,"",
2016,"TURISMO","FORD MONDEO","WF04XXGBB45K78057","19.84",,,"",
2016,"TURISMO","SMART SMART F CDI","WME4540011B085657","9.96",,,"",
2016,"TURISMO","RENAULT ESPACE","VF8JE0M0521562150","12.78",,,"",
2016,"TURISMO","RENAULT 5 GTD-","VS5C40405G0001312","11.6",,,"",
2016,"TURISMO","LAND ROVER FREELANDER","SALLNAAE85A455167","13.11",,,"",
2016,"TURISMO","OPEL ASTRA","W0L0AHL4862193543","12.01",,,"",
2016,"TURISMO","FORD FOCUS","WF0AXXWPDA4R33824","12.3",,,"",
2016,"TURISMO","CITROEN XSARA","VF7N1RHYB73017347","13.3",,,"",
2016,"TURISMO","PEUGEOT 407","VF36ERHRG21226787","13.3",,,"",
2016,"TURISMO","A.U.D.I. A6 3.0","WAUZZZ4B84N030169","19.88",,,"",
2016,"TURISMO","RENAULT LAGUNA","VF1BG0G0627307151","12.78",,,"",
2016,"TURISMO","CITROEN XSARA PICASSO 20HDI","VF7CHRHYA38892459","13.3",,"VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","CITROEN SAXO 11I","VF7S0HFXB57380978","9.42",,,"",
2016,"TURISMO","CITROEN XSARA","VF7N1RHZB73679994","13.3",,,"",
2016,"TURISMO","ALFA ROMEO ALFA 147","ZAR93700005154083","11.63",,,"",
2016,"TURISMO","RENAULT R. CLIO","VF1BB0E0E18404330","12.79",,,"",
2016,"TURISMO","CITROEN SAXO 1.1I MONACO","VF7S0HDZF56390443","9.42",,,"",
2016,"TURISMO","PEUGEOT 307 CC 1.6 110","VF33BNFUC84678700","11.59","06/09/2006",,"",
2016,"TURISMO","OPEL CORSA-C","W0L0XCF6864259601","10.02","06/09/2006",,"",
2016,"TURISMO","MERCEDES BENZ","WDB2110161A278495","17.38","15/09/2006",,"",
2016,"TURISMO","FIAT PANDA","ZFA16900000650721","10","30/06/2006",,"",
2016,"MOTOCICLETA","HONDA SCV-100","ME4JF11A058019128",,"12/09/2006",,"",
2016,"TURISMO","PEUGEOT 1007 HDI 70","VF3KM8HZB20020125","10.75","30/12/2005",,"",
2016,"TURISMO","LANCIA YPSILON","ZLA84300003039015","10","30/06/2006",,"",
2016,"VEHIC. MIXTO","FIAT SCUDO","ZFA22000086297763",,"08/09/2006",,"",
2016,"TURISMO","PEUGEOT 407 ST SPORT PK HDI 136","VF36DRHRH21526056","13.3","27/09/2006",,"",
2016,"TURISMO","VOLKSWAGEN POLO 1.4 AUT","WVWZZZ9NZ7Y032623","10.7","21/09/2006",,"",
2016,"MOTOCICLETA","KYMCO BETWIN 125","RFBS3001161604986",,"21/09/2006",,"",
2016,"TURISMO","OPEL  CORSA.","W0L0XCF6864288512","9.78","31/07/2006",,"",
2016,"TURISMO","PEUGEOT 207 SP","VF3WC9HXC33481172","11.45","18/09/2006",,"",
2016,"TURISMO","ROVER 75 CDTI 2.0","SARRJSLHP5D350749","13.12","22/09/2006","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","NISSAN MICRA","SJNEBAK12U2158288","9.99","11/09/2006",,"",
2016,"VEHIC. MIXTO","FIAT SCUDO COMBI 1.9TD","ZFA22000012446883","12.93",,,"",
2016,"TURISMO","OPEL ZAFIRA A","W0L0TGF7522082357","13.29",,,"",
2016,"TURISMO","RENAULT CLIO","VF1CB1N0F29072311","13.3",,,"",
2016,"TURISMO","PEUGEOT 307 2.0","VF33BRFJF84123980","13.3",,,"",
2016,"TURISMO","FORD ESCORT","WF0AXXWPAAWJ02819","12.3",,,"",
2016,"TURISMO","FORD FOCUS","WF0AXXWPDAXS41135","11.63",,,"",
2016,"MOTOCICLETA","HONDA NH90 YUPI","VTMHF05900E006604","1.63",,,"",
2016,"MOTOCICLETA","HONDA SES125","ZDCJF10A03F057928",,"05/01/2004",,"",
2016,"TURISMO","PEUGEOT 307 CC  1.6  110","VF33BNFUC84306794","11.59","26/09/2006",,"",
2016,"TURISMO","HONDA JAZZ 1.4 ES  GF","JHMGD17706S228023","10.47","29/09/2006",,"",
2016,"TURISMO","BMW 3 ER   REIHE","WBAAS71000CH40460","13.3","12/09/2006",,"",
2016,"TURISMO","SSANGYONG","KPTS0A1KS6P041714","13.31","26/09/2006",,"",
2016,"TURISMO","HONDA CIVIC 2.2","SHHFK37606U023098","14.12","19/09/2006",,"",
2016,"TURISMO","HYUNDAI  TUCSON  2.0  CRDI","KMHJN81VP6U374825","13.12","29/09/2006",,"",
2016,"TURISMO","OPEL ASTRA","W0L0AHL0865203188","10.57",,,"",
2016,"VEHIC. MIXTO","NISSAN VANETTE CARG0","VSKDEVC23U0932517","14.42",,,"",
2016,"TRACTOR","SCANIA R144LA4X2NA460","VLUR4X20009032198","56.92",,,"",
2016,"TURISMO","OPEL ASTRA 1.7 SPORT","W0L0AHL0865173841","12.01","20/09/2006",,"",
2016,"TURISMO","PEUGEOT 407 SW ST SPORT PK HD","VF36ERHRH21469131","13.3","17/08/2006",,"",
2016,"TURISMO","VOLKSWAGEN BORA 1.9 TDI 5V","WVWZZZ1JZ1W119747","12.89",,,"",
2016,"TURISMO","NISSAN PRIMERA","SJNFDAP11U0351581","13.21",,,"",
2016,"TURISMO","AUDI A-3","WAUZZZ8P87A182745","12.89","26/04/2007",,"",
2016,"TURISMO","CHEVROLET KALOS","KL1SF08TJ7B722871","9.55","26/04/2007",,"",
2016,"TURISMO","VOLKSWAGEN GOLF","WVWZZZ1KZ7W228606","13.19","26/04/2007",,"",
2016,"TURISMO","NISSAN  MICRA.","SJNFBAK12U2223073","9.99","13/04/2007",,"",
2016,"TURISMO","OPEL MERIVA 1.6 ENJOY","W0L0XCE7574174850","11.63","25/04/2007",,"",
2016,"TURISMO","HYUNDAI ATOS","MALAC51HP6M844445","9.23","29/09/2006",,"",
2016,"CICL. 2 RUEDAS","APRILIA SONIC 50","ZD4PBA100YS012599","0",,,"",
2016,"CICL. 2 RUEDAS","LIGIER AMBRA GLS","VJRJS16FD04002938",,,,"",
2016,"CICL. 2 RUEDAS","YAMAHA TZR50","VTL4YV00000400370",,,,"",
2016,"TURISMO","KIA SHUMA","KNEFB2422Y5437042","11.2",,"VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TRACTOR","JOHN DEERE 1850 SF","CE185FG165198","15",,"VA","VEHICULO AGRICOLA","100"
2016,"TURISMO","HONDA CIVIC 1.5 LSI","JHMEG43500S310804","11.17",,,"",
2016,"MOTOCICLETA","HONDA CBR600F","JH2PC35A3YM102395","6.46",,,"",
2016,"TURISMO","OPEL ASTRA G CARAVAN","W0L0TGF35Y8127284","13.3",,,"",
2016,"TURISMO","FORD FOCUS","WF05XXGCD57L00631","12.3","31/05/2007",,"",
2016,"TURISMO","PEUGEOT 307 XLINE 110   1.6","VF33CNFUL84471734","11.59","31/05/2006",,"",
2016,"TURISMO","FORD FOCUS","WF05XXWPD57E20723","12.3","07/05/2007",,"",
2016,"TURISMO","RENAULT MEGANE SEDANE","VF1LM1R0H37659653","11.64","07/05/2007",,"",
2016,"TURISMO","PEUGEOT 307","VF33C9HXC84565933","11.47",,,"",
2016,"TURISMO","PEUGEOT 207 5P XLINE","VF3WC9HXC33873965","11.45","28/05/2007",,"",
2016,"TURISMO","FORD FOCUS","WF05XXWPD57L30784","11.63","22/05/2007",,"",
2016,"MOTOCICLETA","KYMCO S4","RFBS4001271101687",,"23/05/2007",,"",
2016,"TURISMO","FORD FOCUS","WF03XXGCD37E83244","13.3","23/05/2007",,"",
2016,"TURISMO","HYUNDAI TUCSON","KMHJN81BP7U548447","13.22","08/05/2007",,"",
2016,"TURISMO","VOLVO C-70","YV1MC66527J020816","16.39","29/05/2007",,"",
2016,"TURISMO","PEUGEOT 306 5P BOUL 2.0","VF37ARHYE33128416","13.31",,,"",
2016,"TURISMO","FORD FOCUS","WF0FXXWPDFXP71325","12.3",,,"",
2016,"CAMION","VOLKSWAGEN CRAFTER 2.5","WV1ZZZ2EZ76023111","16.48","07/05/2007",,"",
2016,"CAMION","VOLKSWAGEN FURGON 1.9 D","WV2ZZZ70ZSH065750",,,"VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"FURGONETA MIXTA","CITROEN-C-15","VS7VDPG0059PG1955",,,,"",
2016,"TURISMO","MERCEDES BENZ E220CDI","WDB2110061A054833","13.9","18/05/2007",,"",
2016,"TURISMO","KIA PICANTO","KNEBA24427T425230","8.78","30/05/2007",,"",
2016,"CAMION","FIAT DUCATO","ZFA24400007096701","14.43",,"VO","VEHICULO OFICIAL","100"
2016,"CAMION","FIAT DOBLO","ZFA22300005134638","12.95",,"VO","VEHICULO OFICIAL","100"
2016,"MOTOCICLETA","SUZUKI AN 250","JS1AN111100115955","2.19",,,"",
2016,"MOTOCICLETA","VESPA 150 C.C.","CL9601396","2",,,"",
2016,"TURISMO","ALFA ROMEO ALFA 147","ZAR93700003225274","12.95",,,"",
2016,"TURISMO","CITROEN XSARA PICASSO 1.8","VF7CH6FZB39933167","12.28",,,"",
2016,"MOTOCICLETA","DUCATI MONSTER S4R","ZDMM417AA7B101762","6.65","29/06/2007",,"",
2016,"MOTOCICLETA","KYMCO BETWIN 125","RFBS3001271000688","1.45","27/06/2007",,"",
2016,"CAMION","SSANGYONG REXTON","KPTG0B1FS6P237038","17.42","07/06/2007",,"",
2016,"TURISMO","NISSAN NISSAN MICRA","SJNFBAK12U2194904","9.99","21/06/2007",,"",
2016,"TURISMO","SKODA FABIA 1.2","TMBPY46Y774060338","8.73","05/06/2007",,"",
2016,"CAMION","OPEL VIVARO","W0LF7ACA63V614717","12.78",,,"",
2016,"TURISMO","FORD FIESTA 4 PUERTAS PORTO","WF0HXXWPJH4S87503","10.74",,,"",
2016,"TURISMO","FORD MONDEO","WF0EXXGBBE7E69737","12.3","28/06/2007",,"",
2016,"TURISMO","A.U.D.I. A4 2.0","WAUZZZ8E25A470207","13.19",,,"",
2016,"TURISMO","KIA CARENS","KNEFG52427K045557","13.28","27/06/2007",,"",
2016,"TURISMO","FIAT PUNTO","ZFA19900000290994","10.03","29/06/2007",,"",
2016,"TURISMO","PEUGEOT 207 1.4","VF3WCKFUC33917687","10.56","22/06/2007",,"",
2016,"TURISMO","CITROEN C4","VF7UA9HZC45122273","11.47","25/06/2007",,"",
2016,"TURISMO","SMART FORFOUR CDI","WME4540011B126905","9.96",,"VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","FORD FOCUS","WF05XXGCD56G00992","12.49","01/06/2007","VO","VEHICULO OFICIAL","100"
2016,"TODO TERRENO","LAND ROVER RANGE ROVER SPORT 2.7","SALLSAA147A110844","18.83","05/06/2007",,"",
2016,"TURISMO","PEUGEOT 307 1.6","VF33HNFUC85023167","11.59","20/06/2007",,"",
2016,"TURISMO","PEUGEOT 307","VF33H9HZC85031026","11.47","20/06/2007",,"",
2016,"TURISMO","SSANGYONG REXTON","KPTG0C1FS6P235466","17.42","07/06/2007",,"",
2016,"TURISMO","PEUGEOT 307","VF33C9HXC84930854","11.47","22/06/2007",,"",
2016,"TURISMO","PEUGEOT 207 1.4","VF3WAKFUC33889439","10.56","22/06/2007",,"",
2016,"TURISMO","TOYOTA AURIS 2.0 D4D 126 3 P","NMTJD56E90R004228","13.3","07/06/2007",,"",
2016,"TURISMO","OPEL CORSA","W0L0SDL0876040991","10.57","21/06/2007",,"",
2016,"TURISMO","A.U.D.I. A4 TDI 1 9","WAUZZZ8DZTA079937","12.9",,,"",
2016,"TURISMO","SEAT ALTEA","VSSZZZ5PZ8R002673","12.89","29/06/2007",,"",
2016,"MOTOCICLETA","TRIUMPH BONNEVILLE","SMTTJ9102G7315923","6.1","08/06/2007",,"",
2016,"TURISMO","SKODA FABIA 1.2","TMBPY46Y474058644","8.73","01/06/2007",,"",
2016,"TURISMO","VOLKSWAGEN POLO","WVWZZZ9NZ7Y222289","9.67","14/06/2007",,"",
2016,"TURISMO","FORD FOCUS","WF05XXWPD57D43499","12.3",,,"",
2016,"TURISMO","PEUGEOT 307 1.6","VF33CNFUL84886005","11.59","29/06/2007",,"",
2016,"TURISMO","PEUGEOT 207 1.4","VF3WCKFUC33911163","10.56","29/06/2007",,"",
2016,"TURISMO","VOLKSWAGEN PASSAT","WVWZZZ3CZ7P157865","13.19","06/06/2007",,"",
2016,"TURISMO","OPEL ZAFIRA","W0L0AHM757G119555","12.94","28/06/2007",,"",
2016,"TURISMO","A.U.D.I. A4 2.0","WAUZZZ8EX7A253118","13.19","27/06/2007",,"",
2016,"TURISMO","OPEL VECTRA","W0L0ZCF6851140807","12.94",,,"",
2016,"MOTOCICLETA","SUZUKI UH200","VTTCD111100107748","1.92","06/06/2007",,"",
2016,"TURISMO","CITROEN XSARA PICASSO","VF7CH9HXC25979424","11.47","19/06/2007",,"",
2016,"TURISMO","PEUGEOT 207","VF3WA9HXC33762784","11.45","27/06/2007",,"",
2016,"TURISMO","RENAULT GRAND SCENIC 1.5","VF1JMGED637936695","11.02","26/06/2007","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","HYUNDAI MATRIX","NLHPN81UP8Z003790","11.18","15/06/2007",,"",
2016,"TURISMO","CITROEN C4 PICASSO 2.0","VF7UARFJH45127046","13.3","27/06/2007",,"",
2016,"TURISMO","CITROEN C5 20HDI110 SX","VF7DCRHZB76151904","13.3",,,"",
2016,"TURISMO","MERCEDES-BENZ C220CDI","WDB2037081A968939","13.9","28/06/2007",,"",
2016,"TURISMO","HONDA ACCORD 2.2 I CTDI EXEC","JHMCN15507C202504","14.12",,,"",
2016,"MOTOCICLETA","KYMCO MOVIE 125 XL","RFBS5001161804684","1.45","28/06/2007",,"",
2016,"VEHIC. MIXTO","KIA CARNIVAL","KNEMB754266090042","16.65",,,"",
2016,"TURISMO","A.U.D.I. A3 2.0 TDI","WAUZZZ8PX4A034415","13.19",,,"",
2016,"TURISMO","PEUGEOT 207 1.4","VF3WCKFVC33890727","10.56","06/06/2007",,"",
2016,"TURISMO","CITROEN C2 1.1","VF7JMHFXC97478832","9.42","20/06/2007",,"",
2016,"CAMION","MERCEDES-BENZ 518CDI","WDB9066551S194708","19.92","26/06/2007",,"",
2016,"TURISMO","CITROEN C4","VF7LC9HXC74657920","11.47","20/06/2007",,"",
2016,"TURISMO","OPEL ASTRA","W0L0AHL4878099346","12.01","28/06/2007",,"",
2016,"CAMION","FIAT DUCATO","ZFA25000001162809","14.03","15/06/2007",,"",
2016,"TURISMO","MERCEDES ML 500 4MATIC","WDC1641751A240728","30.32","08/06/2007","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","CITROEN XSARA PICASSO","VF7CH9HXC25960189","11.47","15/06/2007","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"VEHIC. MIXTO","CITROEN BERLINGO","VF7GJ9HWC93436774","11.47","15/06/2007",,"",
2016,"TURISMO","CITROEN XSARA PICASSO","VF7CH9HXC25933082","11.47","28/06/2007",,"",
2016,"VEHIC. MIXTO","PEUGEOT BOXER","VF3YBBMRB11152855","14.03","29/06/2007",,"",
2016,"TURISMO","CITROEN C2 14I COLLECTIO","VF7JMKFVC97483983","10.56","28/06/2007",,"",
2016,"TURISMO","FORD FOCUS","WF0AXXWPDA2G34929","12.3",,,"",
2016,"TURISMO","TOYOTA AVENSIS 1.8 BERLINA SO","SB1DR56L50E201387","12.48","08/06/2007","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"MOTOCICLETA","HONDA FJS400D","JH2NF01AX7K104917","3.84","21/06/2007",,"",
2016,"TURISMO","MERCEDES-BENZ C 220 CDI","WDB2030081A607897","13.9","29/06/2007",,"",
2016,"TODO TERRENO","TOYOTA LAND CRUISER D-4D 5P V","JTEBZ29J300142618","16.9","18/06/2007",,"",
2016,"MOTOCICLETA","KYMCO GRAND DINK 125","RFBS4001151913557","1.45",,,"",
2016,"TURISMO","PEUGEOT 207 1.4","VF3WCKFUC33685316","10.56","25/06/2007",,"",
2016,"TURISMO","ALFA ROMEO ALFA 147","ZAR93700003353385","12.95","01/06/2007",,"",
2016,"TURISMO","KIA SPORTAGE","KNEJE55527K407882","13.28","05/06/2007",,"",
2016,"TURISMO","PEUGEOT 307","VF33H9HXC85036369","11.47","29/06/2007","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","OPEL CORSA","W0L0SDL6874276460","10.02","13/06/2007",,"",
2016,"TURISMO","VOLKSWAGEN GOLF","WVWZZZ1KZ7W279502","11.62","19/06/2007",,"",
2016,"TURISMO","B.M.W. 3ER REIHE","WBAAS71070FY13738","13.3","08/06/2007",,"",
2016,"TURISMO","KIA SPORTAGE","KNEJE55557K372366","13.28","18/06/2007",,"",
2016,"TURISMO","RENAULT GRAND SCENIC 1.9","VF1JMK4D637906821","12.78","29/05/2007",,"",
2016,"TURISMO","RENAULT MEGANE SCENIC","VF1JA050527387430","12.78",,,"",
2016,"TURISMO","RENAULT MEGANE","VF1BMSE0634718431","11.02",,,"",
2016,"TURISMO","FIAT PANDA","ZFA16900000699667","10",,,"",
2016,"TURISMO","FORD MONDEO","WF05XXGBB56S73090","13.3",,,"",
2016,"TURISMO","OPEL ZAFIRA","W0L0AHM757G059659","12.94","15/05/2007",,"",
2016,"TURISMO","PEUGEOT 207 1.4","VF3WCKFVC33813682","10.56","15/05/2007",,"",
2016,"TURISMO","PEUGEOT  607 PK  HDI","VF39D4HXG92112150","13.31","13/05/2004",,"",
2016,"TURISMO","FORD FOCUS","WF05XXGCD57L00531","12.3","15/05/2007","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TODO TERRENO","VOLKSWAGEN TOUAREG","WVGZZZ7LZ7D074801","19.84","04/05/2007",,"",
2016,"TURISMO","MINI COOPER","WMWMF31080TS61680","11.64","16/05/2007",,"",
2016,"TURISMO","FORD MONDEO","WF0EXXGBBE7E65079","13.3","31/05/2007",,"",
2016,"TURISMO","FORD FOCUS C-MAX","WF0EXXGCDE7E79664","13.3","31/05/2007",,"",
2016,"TURISMO","FORD FIESTA","WF0BXXGAJB1G67478","10.27",,,"",
2016,"TURISMO","SEAT IBIZA 1.4","VSSZZZ6LZ7R053203","10.7",,,"",
2016,"TURISMO","MONDEO","WF04XXGBB44R30750","13.3","30/06/2005",,"",
2016,"CICL. 2 RUEDAS","YAMAHA CS50Z","VTLSA22X000024066","0","08/05/2007",,"",
2016,"CICL. 2 RUEDAS","APRILIA SONIC 50","ZD4PBA1001S021104","0",,,"",
2016,"CICL. 2 RUEDAS","VESPINO 130E","130C0055480","0",,,"",
2016,"CICL. 2 RUEDAS","PEUGEOT SPEEDFIGHT LC","VGAS1B00B00060854","0",,,"",
2016,"CICL. 2 RUEDAS","GILERA RUNNER 50 SP","ZAPC4610000012122","0","27/12/2007",,"",
2016,"CICL. 2 RUEDAS","YAMAHA YQ50","VG5SA144000116915","0","28/12/2007",,"",
2016,"CICL. 2 RUEDAS","YAMAHA YN50N","VTLSA211000039355","0","03/12/2007",,"",
2016,"VEHIC. MIXTO","PEUGEOT PARATNER","VF35FWJZE60306989","12.78",,,"",
2016,"MOTOCICLETA","K.T.M. GS 125","VBKMXF200TM102567","1.99",,,"",
2016,"TURISMO","FORD FUSION","WF0UXXGAJU6G78778","10.74","31/01/2008","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","OPEL CORSA","W0L0SDL6874201252","10.02",,"VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"MOTOCICLETA","SUZUKI GSX-R600","JS1CE111100110314","6.46",,,"",
2016,"TURISMO","FORD FOCUSÑDA3Ñ4PUERT PORTO","WF0PXXWPDP8B29583","11.47","21/01/2008",,"",
2016,"TURISMO","DACIA LOGAN","UU1KSD0KJ38707178","11.02","23/01/2008",,"",
2016,"VEHIC. MIXTO","CITROEN BERLINGO 1.9","VF7GJWJYB93011130","12.78",,,"",
2016,"TURISMO","SEAT IBIZA 1.4","VSSZZZ6LZ5R155132","10.7",,,"",
2016,"CICL. 2 RUEDAS","PEUGEOT SPEEDFIGHT LC","VGAS1B00B00030243","0",,,"",
2016,"CICL. 2 RUEDAS","DERBI SENDA","VTHSENDAGVH067404","0",,,"",
2016,"TRACTOR","BENASSI BT 2001 R","68000044","5.16","29/01/2008","VA","VEHICULO AGRICOLA","100"
2016,"VEHIC. ESPECIAL","YAMAHA YFM 660 R","JY4AM01W050028512","3.93",,,"",
2016,"MOTOCICLETA","HONDA","JH2PC40A37M015950",,"11/01/2008",,"",
2016,"TURISMO","PEUGEOT 807 2.0","VF3EBRHRH13334880","13.3",,,"",
2016,"TURISMO","SEAT IBIZA","VSSZZZ6LZ8R086471","8.72","24/01/2008",,"",
2016,"TURISMO","FIAT FIAT BRAVO","ZFA19800004006366","12.95","30/03/2007",,"",
2016,"TURISMO","SEAT-TOLEDO","VSSZZZ1LZWR044326","12.89",,"VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","FORD FOCUS","WF05XXWPD57T47896","12.3",,,"",
2016,"TURISMO","OPEL CORSA","W0L0SDL0886061004","10.02","31/01/2008",,"",
2016,"TURISMO","KIA CARENS","KNEFG52328K134447","13.28","31/01/2008","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","SAAB 9'3 SPORT 2.0 VECTOR","YS3FF46S281119093","13.3","17/01/2008",,"",
2016,"REMOLQUE","ROLLER TANGO 495 LUXE","VU2T495LU7R001260","0","18/01/2008",,"",
2016,"SEMIRREMOLQUE","LECIÑENA AR 13600 LN N S","VSRSP3A02ML057156","0",,,"",
2016,"MOTOCICLETA","YAMAHA YZF R1","JYARN011000022131","8.77",,,"",
2016,"TURISMO","SKODA ROOMSTER 1.4","TMBMF25J285017748","10.59","11/01/2008",,"",
2016,"TURISMO","PEUGEOT 107 5P URBAN HDI","VF3PN8HTC88705899","10.74","07/03/2007",,"",
2016,"MOTOCICLETA","HONDA CBF600NA","ZDCPC38F06F092923","6.46","17/01/2008",,"",
2016,"TURISMO","PEUGEOT 207","VF3WC8HZC33609510","10.62",,,"",
2016,"TURISMO","PEUGEOT 207","VF3WC8HZC33609483","10.62",,,"",
2016,"TURISMO","FIAT STILO","ZFA19200000653347","12.95","21/11/2007",,"",
2016,"TURISMO","OPEL ASTRA","W0L0AHL4878075240","12.01","30/11/2007",,"",
2016,"CAMION","VOLKSWAGEN CRAFTER 2.5","WV1ZZZ2EZ86005093","16.48","05/11/2007",,"",
2016,"TURISMO","OPEL CORSA","W0L0SDL0876159070","10.57","19/12/2007",,"",
2016,"TURISMO","OPEL CORSA","W0L0SDL6884081479","10.57","19/12/2007",,"",
2016,"TURISMO","OPEL ASTRA","W0L0AHL4888033123","12.01","19/12/2007",,"",
2016,"TURISMO","TOYOTA AVENSIS","SB1DR56L00E208991","12.48","16/01/2008","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","VOLKSWAGEN","WVWZZZ1KZ8P032057","12.89","16/01/2008",,"",
2016,"TURISMO","SEAT ALTEA 2.0","VSSZZZ5PZ4R010907","13.19",,,"",
2016,"TURISMO","PEUGEOT SPORT HDI","VF34C9HZC55103832","11.45","23/01/2008","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","HONDA CIVIC","SHHFK37608U002354","14.12","16/01/2008",,"",
2016,"TURISMO","SEAT IBIZA 1.4 REFERENCE","VSSZZZ6LZ5R097918","10.7","19/11/2004",,"",
2016,"TURISMO","HYUNDAI GETZ 1.5","KMHBT51VP6U587654","9.96","29/09/2006",,"",
2016,"FURGONETA MIXTA","MERCEDES-BENZ 100D","VSA63133413164471",,,,"",
2016,"TURISMO","HONDA ACCORD SEDAN","JHMCL75408C210686","13.31","16/01/2008",,"",
2016,"MOTOCICLETA","YAMAHA YZF-R1","JYARN011000024303","8.77",,,"",
2016,"TURISMO","OPEL ASTRA","W0L0AHL4882019693","12.94","17/12/2007",,"",
2016,"TURISMO","NISSAEN QASHQAI","SJNFDAJ10U1149911","13.3","16/01/2008",,"",
2016,"CICL. 2 RUEDAS","PIAGGIO SFERA 50","ZAPC0100033894",,,,"",
2016,"CICL. 2 RUEDAS","RIEJU SPIKE","VTPRR014C00Y32308",,,,"",
2016,"CICL. 2 RUEDAS","RIEJU RS2 MATRIX","VTPRS204D00725807","50","04/12/2007",,"",
2016,"TURISMO","PEUGEOT 307","VF33CRHYB83558348","13.31",,,"",
2016,"TURISMO","SKODA OCTAVIA COMBI 2.0 TDI","TMBUH61Z682087087","13.19","18/01/2008",,"",
2016,"TURISMO","FORD ESCORT","VS6AXXWPAARL57535","12.3",,,"",
2016,"CICL. 2 RUEDAS","GILERA RUNNER 50 DD","ZAPC1400003069495",,,,"",
2016,"CICL. 2 RUEDAS","VESPINO 1002","10020007080","0",,,"",
2016,"CICL. 2 RUEDAS","YAMAHA TZR50","VTLRA031000016761","0","15/03/2005",,"",
2016,"CICL. 2 RUEDAS","DAELIM","KMYSE1B4S8K034886",,"18/01/2008",,"",
2016,"TURISMO","SEAT-IBIZA","VSSZZZ6KZZR778760","10.7",,,"",
2016,"TURISMO","RENAULT R-4 TL","VS5112500A0006565","7.98",,"VH","VEHICULO HISTORICO","100"
2016,"TURISMO","FORD-ESCORT","VS6AXXWPAARU78084","11.6",,,"",
2016,"TURISMO","FORD FOCUS 4P PORTON 1.8","WF0AXXWPDAYG86684","12.3",,,"",
2016,"MOTOCICLETA","B.M.W. F650 GS","WB10175A47ZT08878","3.9","07/01/2008",,"",
2016,"TURISMO","FORD FOCUS-DA3-4PUERT PORTO","WF0PXXWPDP8B47296","11.63","28/01/2008",,"",
2016,"TURISMO","FORD FOCUS-DA3-4PUERT PORTO","WF0PXXWPDP8B35508","11.63","24/01/2008",,"",
2016,"TURISMO","FORD FOCUS","WF03XXGCD35E41232","12.3",,,"",
2016,"TURISMO","TOYOTA AURIS 1.6 3 PUERTAS S","NMTJV56E60R002238","11.64","07/01/2008",,"",
2016,"TURISMO","PEUGEOT 206 5P XÑLINE 1","VF32AKFWA47616717","10.57",,,"",
2016,"TURISMO","FORD MONDEO","WF0EXXGBBE7P88185","13.3","28/01/2008",,"",
2016,"TURISMO","SEAT IBIZA 1.4 - 3P","VSSZZZ6KZWR066337","10.7",,,"",
2016,,"CITROEN C4 HDI110 VTR PLUS","VF7LC9HYC74415616","11.59","09/03/2006",,"",
