Expte_Nº,Expte_Departamento,Trámite,Fecha Inicio,N Registro,Año
14587/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,04-dic-15,2015039904,2015
14588/2015/GEN,Unitat administrativa area urbanisme,URBAI-053 RECURSOS CONTENCIOSO-ADMINISTRATIVOS-URBANISMO,04-dic-15,2015039905,2015
14589/2015/GEN,Unitat Administrativa de Sanitat,INSTÀNCIA GENERAL,04-dic-15,2015025490,2015
14590/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,04-dic-15,2015039816,2015
14591/2015/GEN,Unitat Administrativa de Llicencies,URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones,04-dic-15,2015039719,2015
14592/2015/GEN,Servici de Personal,Proces General - RRHH,04-dic-15,-,2015
14593/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la `Ajuda bebé`,04-dic-15,-,2015
14594/2015/GEN,Oficina pressupostària,OPRE-008 Subvención directa por resolución de concesión,04-dic-15,-,2015
14595/2015/GEN,Negociat Benestar Social,SSCB-026 Prestaciones económicas de alquiler social,04-dic-15,2015039918,2015
14596/2015/GEN,Negociat Benestar Social,SSCB-026 Prestaciones económicas de alquiler social,04-dic-15,2015039958,2015
14597/2015/GEN,Unitat Administrativa de Llicencies,URBA-137 Comunicación de actividad inocua,04-dic-15,2015039802,2015
14598/2015/GEN,Negociat Benestar Social,SSCB-026 Prestaciones económicas de alquiler social,04-dic-15,2015039963,2015
14599/2015/GEN,Negociat Benestar Social,SSCB-026 Prestaciones económicas de alquiler social,04-dic-15,2015039985,2015
14600/2015/GEN,Negociat Benestar Social,SSCB-026 Prestaciones económicas de alquiler social,04-dic-15,2015040014,2015
14601/2015/GEN,Brigada d'Obres,Procés General - Via pública,04-dic-15,-,2015
14602/2015/GEN,Negociat Benestar Social,SSCB-026 Prestaciones económicas de alquiler social,04-dic-15,2015040051,2015
14603/2015/GEN,Servici de Personal,Proces General - RRHH,04-dic-15,2015039982,2015
14604/2015/GEN,Negociat Benestar Social,SSCB-026 Prestaciones económicas de alquiler social,04-dic-15,2015040062,2015
14605/2015/GEN,Unitat Administrativa de Llicencies,URBA-104 Cambio de titular de actividades,04-dic-15,2015039610,2015
14606/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,04-dic-15,2015040006,2015
14607/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,04-dic-15,2015040072,2015
14608/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,04-dic-15,2015040079,2015
14609/2015/GEN,Unitat de Comptabilitat,INTEI-015 Aprobación de facturas,04-dic-15,-,2015
14610/2015/GEN,Unitat Tributs Periodics,TESO-040 Licencia de vado con autorización de aparcamiento en la licencia 1ª ocupación,04-dic-15,2015040000,2015
14611/2015/GEN,Servici de Contratació i Compres,CONT-008 Aprobación de certificaciones,04-dic-15,-,2015
14612/2015/GEN,Negociat Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,04-dic-15,-,2015
14613/2015/GEN,Negociat Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,04-dic-15,-,2015
14614/2015/GEN,Negociat Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,04-dic-15,-,2015
14615/2015/GEN,Negociat Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,04-dic-15,-,2015
14616/2015/GEN,Servici de Contratació i Compres,CONT-008 Aprobación de certificaciones,04-dic-15,-,2015
14617/2015/GEN,Servici de Contratació i Compres,CONT-008 Aprobación de certificaciones,04-dic-15,-,2015
14618/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',09-dic-15,2015040045,2015
14619/2015/GEN,Unitat Òrgan de Suport a Junta de Govern i Regidor Secretari,UORJ-003 UTILIZACIÓN DE INSTALACIONES Y EDIFICIOS MUNICIPALES,09-dic-15,2015040151,2015
14620/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',09-dic-15,2015040005,2015
14621/2015/GEN,"Unitat Relacions Laborals, nòmines i Seguretat Social",RRHH-007 Prácticas formativas y universidad,09-dic-15,-,2015
14622/2015/GEN,Unitat Òrgan de Suport a Junta de Govern i Regidor Secretari,UORJI-007 Daños a bienes municipales,09-dic-15,-,2015
14623/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',09-dic-15,2015039950,2015
14624/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',09-dic-15,2015039880,2015
14625/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',09-dic-15,2015039705,2015
14626/2015/GEN,Negociat Benestar Social,SSCB-023 Documentación procedente de otros organismos públicos,09-dic-15,2015035474,2015
14627/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',09-dic-15,2015039471,2015
14628/2015/GEN,Negociat Benestar Social,SSCB-015 Prestaciones económicas individualizadas,09-dic-15,-,2015
14629/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',09-dic-15,2015039464,2015
14630/2015/GEN,Festes i Entitats populars,FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES,09-dic-15,2015039997,2015
14631/2015/GEN,Festes i Entitats populars,FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES,09-dic-15,2015039996,2015
14632/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',09-dic-15,2015039253,2015
14633/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',09-dic-15,2015039133,2015
14634/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',09-dic-15,2015039103,2015
14635/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,09-dic-15,2015038951,2015
14636/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',09-dic-15,2015039100,2015
14637/2015/GEN,Negociat Benestar Social,SSCB-015 Prestaciones económicas individualizadas,09-dic-15,-,2015
14638/2015/GEN,Unitat Administrativa de Llicencies,URBA-102 Obras sujetas a declaración responsable,09-dic-15,2015039847,2015
14639/2015/GEN,Servici de Contratació i Compres,CONT-008 Aprobación de certificaciones,09-dic-15,-,2015
14640/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,09-dic-15,2015040123,2015
14641/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,09-dic-15,2015038977,2015
14642/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,09-dic-15,2015038987,2015
14643/2015/GEN,Servici de Modernització Tecnològica i Informàtica,MODE-004 Proyectos y asistencias,09-dic-15,-,2015
14644/2015/GEN,Secció Medi Ambient,MEDI-004 PRESTACIÓN DE SERVICIOS Y/O INSTALACIÓN DE ELEMENTOS URBANOS,09-dic-15,2015039995,2015
14645/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,09-dic-15,2015040020,2015
14646/2015/GEN,Secció Medi Ambient,MEDI-004 PRESTACIÓN DE SERVICIOS Y/O INSTALACIÓN DE ELEMENTOS URBANOS,09-dic-15,2015040165,2015
14647/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',09-dic-15,2015039098,2015
14648/2015/GEN,Unitat Administrativa de Llicencies,URBA-104 Cambio de titular de actividades,09-dic-15,2015039868,2015
14649/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',09-dic-15,2015038778,2015
14650/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',09-dic-15,2015038816,2015
14651/2015/GEN,Servici de Contratació i Compres,CONT-007 Contrato de suministro,09-dic-15,-,2015
14652/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',09-dic-15,2015038820,2015
14653/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-006 SEÑALIZACIÓN DE ESPACIOS EN LA VÍA PÚBLICA PARA DISCAPACITADOS,09-dic-15,2015040028,2015
14654/2015/GEN,Unitat Tributs No Periodics,TESO-032 RECURSO DE REPOSICIÓN SOBRE LA DEVOLUCIÓN DE INGRESOS INDEBIDOS DE NATURALEZA TRIBUTARIA,09-dic-15,2015039491,2015
14655/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',09-dic-15,2015038945,2015
14656/2015/GEN,Unitat Administrativa Disciplina Urbanística,URBA-038 ORDEN DE EJECUCIÓN DE OBRAS DE CONSERVACIÓN Y DE INTERVENCIÓN,09-dic-15,2015039797,2015
14657/2015/GEN,Unitat dEstadistica,Procès General - Estadistica,09-dic-15,2015038513,2015
14658/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,09-dic-15,2015040126,2015
14659/2015/GEN,Oficina pressupostària,EDUC-008 Concesión subvención y justificación de la `Ajuda bebé`,09-dic-15,-,2015
14660/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,09-dic-15,2015040181,2015
14661/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-003 SEÑALIZACIÓN VIARIA,09-dic-15,2015023333,2015
14662/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,09-dic-15,2015040201,2015
14663/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,09-dic-15,2015040179,2015
14664/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",INSTÀNCIA GENERAL,09-dic-15,2015035119,2015
14665/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-003 SEÑALIZACIÓN VIARIA,09-dic-15,2015004981,2015
14666/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-003 SEÑALIZACIÓN VIARIA,09-dic-15,2015001237,2015
14667/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,09-dic-15,2015039002,2015
14668/2015/GEN,Servici de Contratació i Compres,CONT-005 Contrato de obras,09-dic-15,-,2015
14669/2015/GEN,Unitat Administrativa de Llicencies,URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones,09-dic-15,2015039964,2015
14670/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',09-dic-15,2015036410,2015
14671/2015/GEN,Unitat Administrativa de Llicencies,URBA-115 Licencia urbanística de edificación (Obra mayor),09-dic-15,2015039265,2015
14672/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,09-dic-15,2015039079,2015
14673/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',09-dic-15,2015036751,2015
14674/2015/GEN,Unitat Administrativa de Llicencies,URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones,09-dic-15,2015039865,2015
14675/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,09-dic-15,2015040174,2015
14676/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,09-dic-15,2015039106,2015
14677/2015/GEN,Unitat dEstadistica,Procès General - Estadistica,09-dic-15,2015040185,2015
14678/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',09-dic-15,2015038508,2015
14679/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,09-dic-15,2015039113,2015
14680/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',09-dic-15,2015038990,2015
14681/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,09-dic-15,2015039196,2015
14682/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',09-dic-15,2015038430,2015
14683/2015/GEN,Unitat dEstadistica,ESTD-013 CERTIFICADO DE CONVIVENCIA CON INFORME POLICIAL,09-dic-15,2015038629,2015
14684/2015/GEN,Unitat Administrativa de Llicencies,URBA-135 Informe urbanístico municipal de Actividad,09-dic-15,2015039978,2015
14685/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',09-dic-15,2015038414,2015
14686/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',09-dic-15,2015037352,2015
14687/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,09-dic-15,2015039200,2015
14688/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,09-dic-15,2015040163,2015
14689/2015/GEN,Unitat Tesoreria i Recaptació,TESO-003 FRACCIONAMIENTO O APLAZAMIENTO DE PAGO DE DEUDAS TRIBUTARIAS Y EL RESTO DE DERECHO PÚBLICO,09-dic-15,-,2015
14690/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,09-dic-15,2015039228,2015
14691/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',09-dic-15,2015037461,2015
14692/2015/GEN,Servici de Contratació i Compres,CONT-008 Aprobación de certificaciones,09-dic-15,2015040249,2015
14693/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',09-dic-15,2015036765,2015
14694/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',09-dic-15,2015036831,2015
14695/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,09-dic-15,2015039258,2015
14696/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,09-dic-15,2015039372,2015
14697/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,09-dic-15,2015039376,2015
14698/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,09-dic-15,2015039407,2015
14699/2015/GEN,Unitat Administrativa de Llicencies,URBA-115 Licencia urbanística de edificación (Obra mayor),09-dic-15,2015039220,2015
14700/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,09-dic-15,2015039417,2015
14701/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,09-dic-15,2015039537,2015
14702/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,09-dic-15,2015039580,2015
14703/2015/GEN,Servici de Contratació i Compres,CONT-008 Aprobación de certificaciones,09-dic-15,2015040252,2015
14704/2015/GEN,Servici de Contratació i Compres,CONT-008 Aprobación de certificaciones,09-dic-15,2015040251,2015
14705/2015/GEN,Servici de Personal,Procés General - RRHH,10-dic-15,2015039476,2015
14706/2015/GEN,Unitat Administrativa de Llicencies,URBA-116 Cesión de viales y zonas verdes,10-dic-15,2015039809,2015
14707/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',10-dic-15,2015037655,2015
14708/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',10-dic-15,2015037660,2015
14709/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',10-dic-15,2015037665,2015
14710/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',10-dic-15,2015037723,2015
14711/2015/GEN,Unitat Administrativa de Llicencies,URBA-135 Informe urbanístico municipal de Actividad,10-dic-15,2015040147,2015
14712/2015/GEN,Unitat Administrativa de Llicencies,URBA-102 Obras sujetas a declaración responsable,10-dic-15,2015039615,2015
14713/2015/GEN,Unitat de Cadastre,Tresoreria_Procés general-Alcaldia,10-dic-15,-,2015
14714/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',10-dic-15,2015037746,2015
14715/2015/GEN,Unitat Administrativa de Llicencies,URBA-116 Cesión de viales y zonas verdes,10-dic-15,2015039686,2015
14716/2015/GEN,Unitat Administrativa de Llicencies,URBA-102 Obras sujetas a declaración responsable,10-dic-15,2015039403,2015
14717/2015/GEN,Festes i Entitats populars,FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES,10-dic-15,2015040286,2015
14718/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,10-dic-15,2015040273,2015
14719/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,10-dic-15,2015040292,2015
14720/2015/GEN,Unitat Administrativa de Llicencies,URBA-115 Licencia urbanística de edificación (Obra mayor),10-dic-15,2015039455,2015
14721/2015/GEN,Negociat Benestar Social,SSCB-026 Prestaciones económicas de alquiler social,10-dic-15,2015040133,2015
14722/2015/GEN,Negociat Benestar Social,SSCB-026 Prestaciones económicas de alquiler social,10-dic-15,2015040182,2015
14723/2015/GEN,Unitat Administrativa de Llicencies,URBA-102 Obras sujetas a declaración responsable,10-dic-15,2015039457,2015
14724/2015/GEN,Unitat Administrativa de Llicencies,URBA-134 Declaración responsable de primera ocupación,10-dic-15,2015040018,2015
14725/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,10-dic-15,2015040054,2015
14726/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',10-dic-15,2015038355,2015
14727/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,10-dic-15,2015040149,2015
14728/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,10-dic-15,2015038371,2015
14729/2015/GEN,Secció Medi Ambient,MEDI-004 PRESTACIÓN DE SERVICIOS Y/O INSTALACIÓN DE ELEMENTOS URBANOS,10-dic-15,2015040301,2015
14730/2015/GEN,Negociat Benestar Social,SSCB-003 SERVICIO DE AYUDA A DOMICILIO,10-dic-15,2015039930,2015
14731/2015/GEN,Negociat Benestar Social,SSCB-003 SERVICIO DE AYUDA A DOMICILIO,10-dic-15,2015040033,2015
14732/2015/GEN,Servici de Personal,Proces General - RRHH,10-dic-15,-,2015
14733/2015/GEN,"Unitat Relacions Laborals, nòmines i Seguretat Social",Procés General - Nòmines i prevenció,10-dic-15,-,2015
14734/2015/GEN,Servici de Contratació i Compres,CONT-008 Aprobación de certificaciones,10-dic-15,-,2015
14735/2015/GEN,Oficina pressupostària,EDUC-008 Concesión subvención y justificación de la `Ajuda bebé`,10-dic-15,-,2015
14736/2015/GEN,"Servici de Transport, Movilitat",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,10-dic-15,2015040286,2015
14737/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',10-dic-15,2015037818,2015
14738/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',10-dic-15,2015038496,2015
14739/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',10-dic-15,2015038502,2015
14740/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',10-dic-15,2015038279,2015
14741/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,10-dic-15,2015039599,2015
14742/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',10-dic-15,2015038310,2015
14743/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',10-dic-15,2015038965,2015
14744/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',10-dic-15,2015038751,2015
14745/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,10-dic-15,2015039612,2015
14746/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',10-dic-15,2015040350,2015
14747/2015/GEN,Departament de la Dona,DONA-003 Ayuda económica para mujeres solas con hijos a su cargo,10-dic-15,2015039553,2015
14748/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',10-dic-15,2015040278,2015
14749/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,10-dic-15,2015039656,2015
14750/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,10-dic-15,2015039692,2015
