"Expediente","Departamento","Trámite","Fecha Inicio","N. Registro","Año"
"7899/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",07/06/16,"2016019163","2016"
"7900/2016/GEN","Festes i Entitats populars","FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES",07/06/16,"2016017634","2016"
"7901/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",07/06/16,"2016019214","2016"
"7902/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",07/06/16,"2016019227","2016"
"7903/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA",07/06/16,"2016019176","2016"
"7904/2016/GEN","Negociat Benestar Social","SSCB-026 Prestaciones económicas de alquiler social",07/06/16,"2016018454","2016"
"7905/2016/GEN","Negociat Benestar Social","SSCB-026 Prestaciones económicas de alquiler social",07/06/16,"2016019056","2016"
"7906/2016/GEN","Negociat Benestar Social","SSCB-026 Prestaciones económicas de alquiler social",07/06/16,"2016019071","2016"
"7907/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA",07/06/16,"2016019188","2016"
"7908/2016/GEN","Negociat Benestar Social","SSCB-026 Prestaciones económicas de alquiler social",07/06/16,"2016019239","2016"
"7909/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",07/06/16,"2016019281","2016"
"7910/2016/GEN","Unitat de transparència i participació","PARC-001 INSCRIPCIÓN EN EL REGISTRO MUNICIPAL DE ASOCIACIONES",07/06/16,"2016017872","2016"
"7911/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA",07/06/16,"2016019139","2016"
"7912/2016/GEN","Unitat de transparència i participació","PARC-001 INSCRIPCIÓN EN EL REGISTRO MUNICIPAL DE ASOCIACIONES",07/06/16,"2016017831","2016"
"7913/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA",07/06/16,"2016019147","2016"
"7914/2016/GEN","Unitat Administrativa de Llicencies","URBA-104 Cambio de titular de actividades",07/06/16,"2016018781","2016"
"7915/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA",07/06/16,"2016019142","2016"
"7916/2016/GEN","Tresoreria","TESO-004 Recurso de reposición contra liquidaciones tributarias",07/06/16,"2016019310","2016"
"7917/2016/GEN","Servici de Contratació i Compres","CONT-008 Aprobación de certificaciones",07/06/16,"2016018549","2016"
"7918/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA",07/06/16,"2016019267","2016"
"7919/2016/GEN","Festes i Entitats populars","FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES",07/06/16,"2016017762","2016"
"7920/2016/GEN","Festes i Entitats populars","FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES",07/06/16,"2016018486","2016"
"7921/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA",07/06/16,"2016018808","2016"
"7922/2016/GEN","Unitat de Comptabilitat","INTEI-015 Aprobación de facturas",07/06/16,"-","2016"
"7923/2016/GEN","Festes i Entitats populars","FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES",07/06/16,"2016017967","2016"
"7924/2016/GEN","Departament de la Dona","DONA-004 Concesión subvención y justificación de la 'Ajuda bebé'",07/06/16,"2016019327","2016"
"7925/2016/GEN","Festes i Entitats populars","FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES",07/06/16,"2016017593","2016"
"7926/2016/GEN","Unitat Administrativa de Llicencies","INSTÀNCIA GENERAL",07/06/16,"2016018841","2016"
"7927/2016/GEN","Departament de la Dona","DONA-004 Concesión subvención y justificación de la 'Ajuda bebé'",07/06/16,"2016019341","2016"
"7928/2016/GEN","Servici de Transport, Movilitat","MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA",07/06/16,"2016017967","2016"
"7929/2016/GEN","Unitat de Comptabilitat","INTEI-015 Aprobación de facturas",07/06/16,"-","2016"
"7930/2016/GEN","Unitat Secretaria General núm. 1","UORJ-015 Autorización utilización edificios e inmuebles municipales",07/06/16,"2016018849","2016"
"7931/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-004 LICENCIA DE INSTALACIÓN DE TERRAZAS DE HOSTELERIA",07/06/16,"2016018819","2016"
"7932/2016/GEN","Servici de Contratació i Compres","CONT-008 Aprobación de certificaciones",07/06/16,"2016018786","2016"
"7933/2016/GEN","Festes i Entitats populars","INSTÀNCIA GENERAL",07/06/16,"2016017372","2016"
"7934/2016/GEN","Unitat Relacions Laborals, nòmines i Seguretat Social","Procés General - Nòmines i prevenció",07/06/16,"-","2016"
"7935/2016/GEN","Servici de Contratació i Compres","CONT-008 Aprobación de certificaciones",07/06/16,"2016018782","2016"
"7936/2016/GEN","Unitat Administrativa de Llicencies","URBA-104 Cambio de titular de actividades",07/06/16,"2016018167","2016"
"7937/2016/GEN","Unitat Gestió de Personal","RRHHI-017 Retribuciones",07/06/16,"-","2016"
"7938/2016/GEN","Unitat d'Educació","Proceso General",07/06/16,"-","2016"
"7939/2016/GEN","Servici de Transport, Movilitat","MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA",07/06/16,"2016018486","2016"
"7940/2016/GEN","Festes i Entitats populars","FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES",07/06/16,"2016016461","2016"
"7941/2016/GEN","Protecció Civil","POLC-005 Autorización disparo de artificios de pirotecnia de menos de 10 kilogramos",07/06/16,"2016017967","2016"
"7942/2016/GEN","Servici de Contratació i Compres","CONT-008 Aprobación de certificaciones",07/06/16,"2016018805","2016"
"7943/2016/GEN","Festes i Entitats populars","FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES",07/06/16,"2016018743","2016"
"7944/2016/GEN","Unitat Gestió de Personal","Proces General - RRHH",07/06/16,"2016019419","2016"
"7945/2016/GEN","Oficina pressupostària","OPREI-001 Presupuesto y modificaciones",07/06/16,"-","2016"
"7946/2016/GEN","Secció Medi Ambient","MEDI-008 INCIDENCIAS SERVICIOS URBANOS",07/06/16,"2016018919","2016"
"7947/2016/GEN","Secció Medi Ambient","MEDI-008 INCIDENCIAS SERVICIOS URBANOS",07/06/16,"2016018921","2016"
"7948/2016/GEN","Secció Medi Ambient","MEDI-004 PRESTACIÓN DE SERVICIOS Y/O INSTALACIÓN DE ELEMENTOS URBANOS",07/06/16,"2016019053","2016"
"7949/2016/GEN","Secció Medi Ambient","MEDI-004 PRESTACIÓN DE SERVICIOS Y/O INSTALACIÓN DE ELEMENTOS URBANOS",07/06/16,"2016019070","2016"
"7950/2016/GEN","Secció Medi Ambient","MEDI-004 PRESTACIÓN DE SERVICIOS Y/O INSTALACIÓN DE ELEMENTOS URBANOS",07/06/16,"2016019074","2016"
"7951/2016/GEN","Secció Medi Ambient","MEDI-008 INCIDENCIAS SERVICIOS URBANOS",07/06/16,"2016019199","2016"
"7952/2016/GEN","Negociat Benestar Social","Procés General -BS",08/06/16,"-","2016"
"7953/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",08/06/16,"2016019431","2016"
"7954/2016/GEN","Unitat Secretaria General núm. 1","UORJ-013 Excesos de cabida",08/06/16,"-","2016"
"7955/2016/GEN","Festes i Entitats populars","FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES",08/06/16,"2016017596","2016"
"7956/2016/GEN","Unitat de transparència i participació","OPRE-005 Subvenciones asociaciones vecinales y entidades ciudadanas",08/06/16,"2016019330","2016"
"7957/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA",08/06/16,"2016019411","2016"
"7958/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",08/06/16,"2016019313","2016"
"7959/2016/GEN","Protecció Civil","POLC-005 Autorización disparo de artificios de pirotecnia de menos de 10 kilogramos",08/06/16,"2016019279","2016"
"7960/2016/GEN","Festes i Entitats populars","FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES",08/06/16,"2016018319","2016"
"7961/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA",08/06/16,"2016019320","2016"
"7962/2016/GEN","Lletrat","PATR-001 RECLAMACIÓN DE DAÑOS POR RESPONSABILIDAD PATRIMONIAL",08/06/16,"2016019343","2016"
"7963/2016/GEN","Unitat Secretaria General núm. 1","UORJ-001 CELEBRACIÓN DE BODA",08/06/16,"2016019333","2016"
"7964/2016/GEN","Negociat de Biblioteques","BIBL-002 PROCESO GENERAL ARCHIVOS Y BIBLIOTECAS",08/06/16,"-","2016"
"7965/2016/GEN","Secció Medi Ambient","Procés General - Medi Ambient",08/06/16,"2016019422","2016"
"7966/2016/GEN","Servici de Transport, Movilitat","MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA",08/06/16,"2016018743","2016"
"7967/2016/GEN","Festes i Entitats populars","FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES",08/06/16,"2016017931","2016"
"7968/2016/GEN","Negociat Benestar Social","SSCB-023 Documentación procedente de otros organismos públicos",08/06/16,"2016018831","2016"
"7969/2016/GEN","Lletrat","LTRA-001 Documentación procedente de otros organismos públicos",08/06/16,"-","2016"
"7970/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",08/06/16,"2016019266","2016"
"7971/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",08/06/16,"2016019291","2016"
"7972/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",08/06/16,"2016019296","2016"
"7973/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",08/06/16,"2016019321","2016"
"7974/2016/GEN","Negociat Benestar Social","SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA",08/06/16,"2016019095","2016"
"7975/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",08/06/16,"2016019338","2016"
"7976/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",08/06/16,"2016019414","2016"
"7977/2016/GEN","Negociat Benestar Social","SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA",08/06/16,"2016019046","2016"
"7978/2016/GEN","Lletrat","PATR-001 RECLAMACIÓN DE DAÑOS POR RESPONSABILIDAD PATRIMONIAL",08/06/16,"2016019481","2016"
"7979/2016/GEN","Servici de Transport, Movilitat","MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA",08/06/16,"2016017634","2016"
"7980/2016/GEN","Unitat de transparència i participació","OPRE-005 Subvenciones asociaciones vecinales y entidades ciudadanas",08/06/16,"2016019215","2016"
"7981/2016/GEN","Negociat Benestar Social","SSCB-025 Ayudas para tratamientos médicos crónicos",08/06/16,"2016018058","2016"
"7982/2016/GEN","Servici de Contratació i Compres","CONT-008 Aprobación de certificaciones",08/06/16,"-","2016"
"7983/2016/GEN","Negociat Benestar Social","SSCB-025 Ayudas para tratamientos médicos crónicos",08/06/16,"2016018242","2016"
"7984/2016/GEN","Unitat de Comptabilitat","INTEI-015 Aprobación de facturas",08/06/16,"-","2016"
"7985/2016/GEN","Unitat Administrativa Disciplina Urbanística","URBA-042 DENUNCIA DE INFRACCIÓN URBANÍSTICA POR CONSTRUCCIÓN, INSTALACIONES Y OBRAS",08/06/16,"-","2016"
"7986/2016/GEN","Negociat Benestar Social","SSCB-027 Tarjeta de usuarios/as de centros municipales de mayores",08/06/16,"2016018081","2016"
"7987/2016/GEN","Departament de la Dona","DONA-004 Concesión subvención y justificación de la 'Ajuda bebé'",08/06/16,"2016019496","2016"
"7988/2016/GEN","Festes i Entitats populars","FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES",08/06/16,"2016017743","2016"
"7989/2016/GEN","Departament de la Dona","DONA-004 Concesión subvención y justificación de la 'Ajuda bebé'",08/06/16,"2016019513","2016"
"7990/2016/GEN","Secció Medi Ambient","MEDII-012 Programes Ambientals",08/06/16,"-","2016"
"7991/2016/GEN","Unitat Relacions Laborals, nòmines i Seguretat Social","Procés General - Nòmines i prevenció",08/06/16,"-","2016"
"7992/2016/GEN","Festes i Entitats populars","FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES",08/06/16,"2016016877","2016"
"7993/2016/GEN","Negociat Benestar Social","SSCB-004 TELEASISTENCIA DOMICILIARIA",08/06/16,"2016019080","2016"
"7994/2016/GEN","Gestió Cultural i Turisme","CULT-003 Subvenciones para entidades y asociaciones culturales",08/06/16,"2016019512","2016"
"7995/2016/GEN","Unitat Administrativa de Llicencies","URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones",08/06/16,"2016018893","2016"
"7996/2016/GEN","Festes i Entitats populars","FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES",08/06/16,"2016018101","2016"
"7997/2016/GEN","Unitat Administrativa de Llicencies","URBA-137 Comunicación de actividad inocua",08/06/16,"2016018908","2016"
"7998/2016/GEN","Negociat Benestar Social","SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA",08/06/16,"2016019382","2016"
"7999/2016/GEN","Departament de la Dona","DONA-004 Concesión subvención y justificación de la 'Ajuda bebé'",08/06/16,"2016019533","2016"
"8000/2016/GEN","Negociat Benestar Social","SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA",08/06/16,"2016019356","2016"
"8001/2016/GEN","Gestió Cultural i Turisme","CULT-003 Subvenciones para entidades y asociaciones culturales",08/06/16,"-","2016"
"8002/2016/GEN","Negociat Benestar Social","SSCB-003 SERVICIO DE AYUDA A DOMICILIO",08/06/16,"2016019350","2016"
"8003/2016/GEN","Servici de Transport, Movilitat","MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA",08/06/16,"2016016461","2016"
"8004/2016/GEN","Negociat Benestar Social","SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA",08/06/16,"2016019294","2016"
"8005/2016/GEN","Negociat PlusValua","TESO-004 Recurso de reposición contra liquidaciones tributarias",08/06/16,"-","2016"
"8006/2016/GEN","Negociat Benestar Social","SSCB-021 PLAZA PÚBLICA DE RESIDENCIA DE TERCERA EDAD",08/06/16,"2016019290","2016"
"8007/2016/GEN","Gestió Cultural i Turisme","Procés General - Cultura",08/06/16,"-","2016"
"8008/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA",08/06/16,"2016019461","2016"
"8009/2016/GEN","Secció Medi Ambient","MEDII-012 Programes Ambientals",08/06/16,"-","2016"
"8010/2016/GEN","Unitat Administrativa Disciplina Urbanística","URBA-033 INFORME DE INEXISTENCIA DE INFRACCIÓN URBANÍSTICA",08/06/16,"2016019072","2016"
"8011/2016/GEN","Unitat de transparència i participació","PARC-001 INSCRIPCIÓN EN EL REGISTRO MUNICIPAL DE ASOCIACIONES",08/06/16,"2016019506","2016"
"8012/2016/GEN","Unitat Administrativa de Llicencies","URBA-104 Cambio de titular de actividades",08/06/16,"2016018734","2016"
"8013/2016/GEN","Unitat Gestió de Personal","Proces General - RRHH",08/06/16,"-","2016"
"8014/2016/GEN","Gestió Cultural i Turisme","OPRE-008 Subvención directa por resolución de concesión",08/06/16,"2016018565","2016"
"8015/2016/GEN","Unitat Administrativa Disciplina Urbanística","URBA-018 INFORMES URBANÍSTICOS",08/06/16,"2016019082","2016"
"8016/2016/GEN","Unitat Gestió de Personal","RRHHI-019 Autorización y abono",08/06/16,"-","2016"
"8017/2016/GEN","Negociat Benestar Social","SSCB-023 Documentación procedente de otros organismos públicos",09/06/16,"2016018845","2016"
"8018/2016/GEN","Festes i Entitats populars","FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES",09/06/16,"2016019418","2016"
"8019/2016/GEN","Unitat Administrativa de Llicencies","URBA-102 Obras sujetas a declaración responsable",09/06/16,"2016019028","2016"
"8020/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",09/06/16,"2016019607","2016"
"8021/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",09/06/16,"2016019526","2016"
"8022/2016/GEN","Unitat Administrativa de Llicencies","URBA-137 Comunicación de actividad inocua",09/06/16,"2016019128","2016"
"8023/2016/GEN","Negociat de Consum i OMIC","SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION",09/06/16,"2016018698","2016"
"8024/2016/GEN","Negociat de Consum i OMIC","SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION",09/06/16,"2016018794","2016"
"8025/2016/GEN","Negociat de Consum i OMIC","SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION",09/06/16,"2016019017","2016"
"8026/2016/GEN","Negociat de Consum i OMIC","SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION",09/06/16,"2016019063","2016"
"8027/2016/GEN","Negociat de Consum i OMIC","SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION",09/06/16,"2016019061","2016"
"8028/2016/GEN","Negociat de Consum i OMIC","SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION",09/06/16,"2016019141","2016"
"8029/2016/GEN","Negociat de Consum i OMIC","SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION",09/06/16,"2016019193","2016"
"8030/2016/GEN","Negociat de Consum i OMIC","SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION",09/06/16,"2016019425","2016"
"8031/2016/GEN","Negociat de Consum i OMIC","SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION",09/06/16,"2016019556","2016"
"8032/2016/GEN","Servici de Transport, Movilitat","MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA",09/06/16,"2016016347","2016"
"8033/2016/GEN","Negociat de Consum i OMIC","SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION",09/06/16,"2016019604","2016"
"8034/2016/GEN","Unitat Administrativa de Llicencies","URBA-126 Obras sujetas a declaración responsable para habilitaciones de locales de espectáculos públicos, actividades recreativas y establecimientos públicos (ley 14/2010)",09/06/16,"2016019177","2016"
"8035/2016/GEN","Unitat de Comptabilitat","INTEI-015 Aprobación de facturas",09/06/16,"-","2016"
"8036/2016/GEN","Brigada d'Obres","Procés General - Via pública",09/06/16,"-","2016"
"8037/2016/GEN","Unitat d'Educació","Proceso General",09/06/16,"-","2016"
"8038/2016/GEN","Unitat Administrativa de Llicencies","URBA-102 Obras sujetas a declaración responsable",09/06/16,"2016019183","2016"
