DATA_REFERENCIA,DISTRICTE,BARRI,NACIONALITAT,POBLACIO
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,GÀMBIA                        ,1
2013,DISTRICTE 5,SANT PERE                     ,"SENEGAL, EL                   ",37
2014,DISTRICTE 3,CAN PALET                     ,BÒSNIA I HERCEGOVINA          ,2
2014,DISTRICTE 1,CENTRE                        ,MALI                          ,1
2011,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,"REPÚBLICA DOMINICANA, LA      ",19
2012,DISTRICTE 3,LES FONTS                     ,HONGRIA                       ,1
2013,DISTRICTE 1,CEMENTIRI VELL                ,IRLANDA                       ,1
2016,DISTRICTE 1,CEMENTIRI VELL                ,ÀUSTRIA                       ,1
2015,DISTRICTE 5,CAN ROCA                      ,HAITÍ                         ,1
2015,DISTRICTE 3,LES FONTS                     ,IRLANDA                       ,1
2012,DISTRICTE 6,SANT PERE NORD                ,NIGÈRIA                       ,18
2012,DISTRICTE 3,CAN PALET                     ,"XINA, LA                      ",55
2017,DISTRICTE 4,LA COGULLADA                  ,ÀUSTRIA                       ,1
2016,DISTRICTE 6,ÈGARA                         ,MALI                          ,1
2011,DISTRICTE 5,TORRENT D EN PERE PARRES      ,SÈRBIA                        ,1
2013,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,CUBA                          ,15
2017,DISTRICTE 5,CAN ROCA                      ,"MARROC, EL                    ",30
2016,DISTRICTE 5,TORRENT D EN PERE PARRES      ,COLÒMBIA                      ,14
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,"ESTATS UNITS D AMÈRICA, ELS   ",3
2012,DISTRICTE 3,LES FONTS                     ,ESPANYA                       ,2393
2015,DISTRICTE 4,CA N AURELL                   ,TUNÍSIA                       ,1
2013,DISTRICTE 5,SANT PERE                     ,SUÏSSA                        ,1
2017,DISTRICTE 6,SANT LLORENÇ                  ,MOLDÀVIA                      ,4
2017,DISTRICTE 4,CA N AURELL                   ,CROÀCIA                       ,1
2017,DISTRICTE 5,CAN GONTERES                  ,COLÒMBIA                      ,1
2013,DISTRICTE 4,LA COGULLADA                  ,COLÒMBIA                      ,23
2014,DISTRICTE 2,TORRE-SANA                    ,UCRAÏNA                       ,6
2014,DISTRICTE 5,SANT PERE                     ,COREA DEL SUD                 ,1
2012,DISTRICTE 2,CA N ANGLADA                  ,SIERRA LEONE                  ,1
2014,DISTRICTE 6,DISSEMINATS                   ,ESPANYA                       ,141
2012,DISTRICTE 3,CAN PARELLADA                 ,XILE                          ,18
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,XILE                          ,21
2017,DISTRICTE 3,CAN PARELLADA                 ,ESPANYA                       ,5483
2017,DISTRICTE 2,CA N ANGLADA                  ,"SENEGAL, EL                   ",219
2015,DISTRICTE 4,LA MAURINA                    ,ITÀLIA                        ,19
2011,DISTRICTE 4,CA N AURELL                   ,HONDURES                      ,17
2016,DISTRICTE 5,TORRENT D EN PERE PARRES      ,FRANÇA                        ,8
2016,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,"EQUADOR, L                    ",48
2015,DISTRICTE 2,TORRE-SANA                    ,"PERÚ, EL                      ",10
2014,DISTRICTE 2,CA N ANGLADA                  ,ARMÈNIA                       ,11
2013,DISTRICTE 5,CAN ROCA                      ,FRANÇA                        ,4
2012,DISTRICTE 3,CAN PALET                     ,"PAKISTAN, EL                  ",14
2016,DISTRICTE 1,CEMENTIRI VELL                ,"XINA, LA                      ",52
2017,DISTRICTE 4,ROC BLANC                     ,RÚSSIA                        ,1
2017,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,COLÒMBIA                      ,2
2013,DISTRICTE 6,ÈGARA                         ,"SENEGAL, EL                   ",132
2016,DISTRICTE 4,LA COGULLADA                  ,EGIPTE                        ,1
2014,DISTRICTE 5,TORRENT D EN PERE PARRES      ,ALEMANYA                      ,2
2014,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,ESPANYA                       ,4220
2017,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,"SENEGAL, EL                   ",20
2016,DISTRICTE 5,TORRENT D EN PERE PARRES      ,"ESTATS UNITS D AMÈRICA, ELS   ",1
2016,DISTRICTE 3,CAN PARELLADA                 ,FRANÇA                        ,5
2017,DISTRICTE 3,CAN PARELLADA                 ,HONGRIA                       ,1
2015,DISTRICTE 6,SANT LLORENÇ                  ,"ÍNDIA, L                      ",1
2015,DISTRICTE 5,CAN ROCA                      ,ARMÈNIA                       ,2
2017,DISTRICTE 5,CAN BOADA CASC ANTIC          ,"REPÚBLICA DOMINICANA, LA      ",52
2016,DISTRICTE 6,CAN TUSELL                    ,ESPANYA                       ,2069
2014,DISTRICTE 1,CENTRE                        ,"ARGENTINA, L                  ",53
2016,DISTRICTE 5,CAN BOADA DEL PI              ,EL SALVADOR                   ,1
2016,DISTRICTE 6,SANT LLORENÇ                  ,"XINA, LA                      ",12
2012,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,GUATEMALA                     ,1
2017,DISTRICTE 3,CAN PALET                     ,"REGNE UNIT, EL                ",2
2015,DISTRICTE 3,CAN PALET                     ,ARMÈNIA                       ,1
2015,DISTRICTE 6,SANT PERE NORD                ,SUÈCIA                        ,3
2017,DISTRICTE 6,SANT PERE NORD                ,"EQUADOR, L                    ",70
2012,DISTRICTE 4,LA COGULLADA                  ,ALEMANYA                      ,7
2014,DISTRICTE 2,CA N ANGLADA                  ,GHANA                         ,4
2013,DISTRICTE 3,CAN PALET                     ,BÈLGICA                       ,3
2017,DISTRICTE 4,LA MAURINA                    ,"PERÚ, EL                      ",5
2015,DISTRICTE 3,CAN PARELLADA                 ,SUÏSSA                        ,1
2014,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,"GUINEA, LA                    ",1
2016,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,ALEMANYA                      ,6
2011,DISTRICTE 3,LES FONTS                     ,CUBA                          ,4
2017,DISTRICTE 4,ROC BLANC                     ,"XINA, LA                      ",7
2012,DISTRICTE 4,LA MAURINA                    ,SUÏSSA                        ,1
2011,DISTRICTE 3,CAN PALET                     ,"PARAGUAI, EL                  ",43
2012,DISTRICTE 5,CAN BOADA CASC ANTIC          ,"REPÚBLICA DOMINICANA, LA      ",35
2014,DISTRICTE 1,CENTRE                        ,MAURICI                       ,1
2012,DISTRICTE 6,SANT PERE NORD                ,"PARAGUAI, EL                  ",60
2016,DISTRICTE 5,CAN BOADA DEL PI              ,PORTUGAL                      ,5
2016,DISTRICTE 3,LES FONTS                     ,BÈLGICA                       ,2
2012,DISTRICTE 4,LA COGULLADA                  ,NICARAGUA                     ,2
2015,DISTRICTE 1,CEMENTIRI VELL                ,ITÀLIA                        ,25
2013,DISTRICTE 5,SANT PERE                     ,ALTRES PAÏSOS D OCEANIA       ,1
2015,DISTRICTE 6,ÈGARA                         ,VENEÇUELA                     ,1
2011,DISTRICTE 4,ROC BLANC                     ,"EQUADOR, L                    ",19
2016,DISTRICTE 3,CAN PARELLADA                 ,LETÒNIA                       ,2
2013,DISTRICTE 6,SANT PERE NORD                ,"PAKISTAN, EL                  ",21
2017,DISTRICTE 3,SEGLE XX                      ,IRLANDA                       ,2
2015,DISTRICTE 4,LA COGULLADA                  ,VENEÇUELA                     ,5
2012,DISTRICTE 4,ROC BLANC                     ,"URUGUAI, L                    ",3
2013,DISTRICTE 4,LA COGULLADA                  ,FRANÇA                        ,3
2012,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,POLÒNIA                       ,27
2014,DISTRICTE 5,CAN BOADA DEL PI              ,POLÒNIA                       ,3
2013,DISTRICTE 3,SEGLE XX                      ,ROMANIA                       ,32
2015,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,"BRASIL, EL                    ",19
2014,DISTRICTE 3,XÚQUER                        ,ALBÀNIA                       ,1
2014,DISTRICTE 3,CAN PALET                     ,DINAMARCA                     ,1
2011,DISTRICTE 3,CAN JOFRESA                   ,"PERÚ, EL                      ",12
2013,DISTRICTE 1,VALLPARADÍS                   ,HONDURES                      ,3
2012,DISTRICTE 2,CA N ANGLADA                  ,"PAÏSOS BAIXOS, ELS            ",3
2012,DISTRICTE 4,LES MARTINES                  ,ROMANIA                       ,1
2017,DISTRICTE 4,LA COGULLADA                  ,COREA DEL SUD                 ,1
2014,DISTRICTE 5,TORRENT D EN PERE PARRES      ,UCRAÏNA                       ,2
2015,DISTRICTE 4,ROC BLANC                     ,ESPANYA                       ,5572
2013,DISTRICTE 5,SANT PERE                     ,COLÒMBIA                      ,50
2016,DISTRICTE 2,TORRE-SANA                    ,FINLÀNDIA                     ,2
2017,DISTRICTE 4,ROC BLANC                     ,"PAKISTAN, EL                  ",9
2016,DISTRICTE 3,CAN JOFRESA                   ,ROMANIA                       ,17
2011,DISTRICTE 3,CAN PALET                     ,"REPÚBLICA DOMINICANA, LA      ",74
2013,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,SUÏSSA                        ,4
2016,DISTRICTE 5,CAN BOADA CASC ANTIC          ,VENEÇUELA                     ,33
2014,DISTRICTE 1,CEMENTIRI VELL                ,"COSTA D IVORI, LA             ",2
2017,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,SÍRIA                         ,6
2017,DISTRICTE 6,SANT PERE NORD                ,"URUGUAI, L                    ",21
2015,DISTRICTE 3,SEGLE XX                      ,ÀUSTRIA                       ,3
2014,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,FRANÇA                        ,1
2014,DISTRICTE 5,CAN BOADA DEL PI              ,"BRASIL, EL                    ",1
2016,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,SUÈCIA                        ,1
2011,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,BIELORÚSSIA                   ,1
2015,DISTRICTE 4,CA N AURELL                   ,"PAKISTAN, EL                  ",22
2017,DISTRICTE 4,ROC BLANC                     ,XILE                          ,8
2013,DISTRICTE 3,SEGLE XX                      ,POLÒNIA                       ,6
2016,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,"EQUADOR, L                    ",25
2015,DISTRICTE 4,LA COGULLADA                  ,"BRASIL, EL                    ",4
2013,DISTRICTE 3,GUADALHORCE                   ,PORTUGAL                      ,2
2012,DISTRICTE 1,VALLPARADÍS                   ,FRANÇA                        ,5
2014,DISTRICTE 5,CAN BOADA CASC ANTIC          ,"XINA, LA                      ",34
2017,DISTRICTE 5,DISSEMINATS                   ,"REPÚBLICA DOMINICANA, LA      ",1
2017,DISTRICTE 4,LA COGULLADA                  ,FRANÇA                        ,3
2017,DISTRICTE 1,CEMENTIRI VELL                ,"ARGENTINA, L                  ",14
2014,DISTRICTE 6,SANT PERE NORD                ,"REPÚBLICA TXECA, LA           ",1
2016,DISTRICTE 4,CA N AURELL                   ,"NEPAL,EL                      ",1
2011,DISTRICTE 4,LA MAURINA                    ,"XINA, LA                      ",36
2011,DISTRICTE 3,CAN PALET II                  ,ROMANIA                       ,7
2012,DISTRICTE 4,ROC BLANC                     ,"REPÚBLICA TXECA, LA           ",1
2014,DISTRICTE 3,GUADALHORCE                   ,COLÒMBIA                      ,13
2015,DISTRICTE 5,TORRENT D EN PERE PARRES      ,MOLDÀVIA                      ,2
2017,DISTRICTE 2,VILARDELL                     ,ANDORRA                       ,1
2015,DISTRICTE 6,CAN TUSELL                    ,ROMANIA                       ,7
2014,DISTRICTE 6,SANT PERE NORD                ,BOLÍVIA                       ,78
2016,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,"ARGENTINA, L                  ",11
2016,DISTRICTE 4,CA N AURELL                   ,"COSTA D IVORI, LA             ",2
2017,DISTRICTE 3,SEGLE XX                      ,JORDÀNIA                      ,1
2017,DISTRICTE 5,CAN BOADA CASC ANTIC          ,ROMANIA                       ,50
2016,DISTRICTE 5,CAN ROCA                      ,"EQUADOR, L                    ",5
2011,DISTRICTE 2,TORRE-SANA                    ,"SENEGAL, EL                   ",15
2015,DISTRICTE 3,CAN PALET                     ,SUÏSSA                        ,2
2015,DISTRICTE 1,CENTRE                        ,"PAKISTAN, EL                  ",17
2013,DISTRICTE 5,SANT PERE                     ,FRANÇA                        ,22
2011,DISTRICTE 3,CAN PALET                     ,CUBA                          ,25
2011,DISTRICTE 2,CA N ANGLADA                  ,"URUGUAI, L                    ",18
2017,DISTRICTE 3,CAN PALET                     ,"MARROC, EL                    ",964
2012,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,ROMANIA                       ,65
2015,DISTRICTE 1,CENTRE                        ,XILE                          ,29
2016,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,HONDURES                      ,30
2017,DISTRICTE 5,PLA DEL BON AIRE              ,"SENEGAL, EL                   ",3
2012,DISTRICTE 5,CAN ROCA                      ,ALEMANYA                      ,5
2014,DISTRICTE 3,CAN PALET                     ,"REPÚBLICA DOMINICANA, LA      ",42
2011,DISTRICTE 3,GUADALHORCE                   ,VENEÇUELA                     ,2
2017,DISTRICTE 2,VILARDELL                     ,HONDURES                      ,3
2014,DISTRICTE 3,GUADALHORCE                   ,FRANÇA                        ,1
2014,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,COLÒMBIA                      ,2
2012,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,"URUGUAI, L                    ",21
2011,DISTRICTE 3,CAN PALET                     ,RÚSSIA                        ,5
2013,DISTRICTE 4,LA COGULLADA                  ,NIGÈRIA                       ,4
2012,DISTRICTE 5,CAN BOADA CASC ANTIC          ,IRLANDA                       ,1
2016,DISTRICTE 5,SANT PERE                     ,EGIPTE                        ,1
2016,DISTRICTE 5,TORRENT D EN PERE PARRES      ,BULGÀRIA                      ,1
2012,DISTRICTE 6,SANT PERE NORD                ,NICARAGUA                     ,5
2011,DISTRICTE 2,CA N ANGLADA                  ,"PAKISTAN, EL                  ",65
2016,DISTRICTE 1,CEMENTIRI VELL                ,PORTUGAL                      ,6
2012,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,ALEMANYA                      ,5
2015,DISTRICTE 3,LES FONTS                     ,FRANÇA                        ,4
2017,DISTRICTE 1,CEMENTIRI VELL                ,HONDURES                      ,15
2012,DISTRICTE 3,GUADALHORCE                   ,CUBA                          ,1
2017,DISTRICTE 2,TORRE-SANA                    ,"PAÏSOS BAIXOS, ELS            ",1
2016,DISTRICTE 6,SANT PERE NORD                ,EL SALVADOR                   ,19
2012,DISTRICTE 3,LES FONTS                     ,"MARROC, EL                    ",70
2015,DISTRICTE 3,LES FONTS                     ,COLÒMBIA                      ,8
2015,DISTRICTE 5,CAN ROCA                      ,UCRAÏNA                       ,6
2017,DISTRICTE 5,CAN BOADA DEL PI              ,PORTUGAL                      ,4
2016,DISTRICTE 3,CAN PALET                     ,TURQUIA                       ,3
2016,DISTRICTE 4,CA N AURELL                   ,TUNÍSIA                       ,1
2012,DISTRICTE 3,CAN PALET                     ,POLÒNIA                       ,13
2014,DISTRICTE 5,CAN BOADA CASC ANTIC          ,PORTUGAL                      ,8
2012,DISTRICTE 4,ROC BLANC                     ,BOLÍVIA                       ,2
2017,DISTRICTE 6,ÈGARA                         ,"CANADÀ, EL                    ",1
2013,DISTRICTE 5,CAN ROCA                      ,VENEÇUELA                     ,10
2014,DISTRICTE 1,CEMENTIRI VELL                ,XILE                          ,9
2012,DISTRICTE 4,LA MAURINA                    ,"CONGO, EL                     ",1
2011,DISTRICTE 3,XÚQUER                        ,"URUGUAI, L                    ",1
2014,DISTRICTE 2,CA N ANGLADA                  ,COREA DEL SUD                 ,1
2012,DISTRICTE 3,CAN PALET                     ,RÚSSIA                        ,7
2015,DISTRICTE 1,VALLPARADÍS                   ,ROMANIA                       ,20
2015,DISTRICTE 3,GUADALHORCE                   ,FRANÇA                        ,1
2015,DISTRICTE 1,VALLPARADÍS                   ,BOLÍVIA                       ,8
2016,DISTRICTE 6,SANT PERE NORD                ,SUÏSSA                        ,2
2016,DISTRICTE 2,CA N ANGLADA                  ,NIGÈRIA                       ,38
2013,DISTRICTE 5,CAN GONTERES                  ,ITÀLIA                        ,2
2014,DISTRICTE 3,SEGLE XX                      ,UCRAÏNA                       ,6
2015,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,"URUGUAI, L                    ",1
