NOM,ADRECA,CODI_POSTAL,DISTRICTE,TELEFON,ADR_WEB,EMAIL,DESCRIPCIO_AMBIT,X,Y,X_ETRS89,Y_ETRS89,LONGITUD,LATITUD,TERRITORI,LOCALITZACIO
CONVERGENCIA DEMOCRATICA DE CATALUNYA   ,"CA NOU DE SANT PERE, 55 ",08221,1,937881362,,terrassa@cdc.cat                                                                ,POLÍTIQUES I SINDICALS                  ,417883.5556,4602228.2697,417789.5742,4602024.0490,2.0140141,41.5656683,LOCAL                                   ,"(41.56566828253822, 2.0140140679286125)"
ASOCIACION CULTURAL COLOMBIA VIVE       ,"CA DE ROCA I ROCA, 207-B , 2-2          ",08226,6,937860550,,alexandrig@hotmail.com                                                          ,CULTURALS                               ,418930.0023,4603224.0216,418836.0301,4603019.7945,2.0264283,41.5747429,LOCAL                                   ,"(41.5747429373302, 2.0264282776794755)"
CENTRE PARROQUIAL SANT CRISTOFOR        ,"PL DE CA N ANGLADA, 31 , BA           ",08222,2,937854196,www.parroquiasantcristofor.blogspot.com                                         ,parroquiasantcristofor@gmail.com                                                ,SALUT I SÒCIO-ASSISTENCIALS             ,419198.3607,4602113.6762,419104.3804,4601909.4453,2.0297964,41.5647703,DISTRICTE 2                             ,"(41.564770285676055, 2.0297963685980625)"
G. COLONIES CA N ANGLADA MIJAC          ,"PL DE CA N ANGLADA, 31 ",08222,2,937835524,www.esplaicananglada.es                                                         ,gccananglada@gccananglada.org                                                   ,JUVENILS                                ,419198.3607,4602113.6762,419104.3804,4601909.4453,2.0297964,41.5647703,DISTRICTE 2                             ,"(41.564770285676055, 2.0297963685980625)"
ENTITAT CULTURAL RIVES TRILE            ,"CA DE CERVANTES, 193 , 2            ",08221,1,937333629,,rivestriple@hotmail.com                                                         ,CULTURALS                               ,417305.5000,4602491.6250,417211.5197,4602287.4091,2.0070459,41.5679804,LOCAL                                   ,"(41.56798044750466, 2.007045885638714)"
LA SELVA ASS.ESPO.CUL. I DE LLEURE FTP  ,"RM D ÈGARA, 340 , 2            ",08221,1,937899087,www.torredelpalau.org                                                           ,fundacio@torredelpalau.org                                                      ,CULTURALS                               ,417279.1250,4602301.0625,417185.1432,4602096.8465,2.0067559,41.5662615,DISTRICTE 2                             ,"(41.56626150999005, 2.0067558628216884)"
FUNDACIO CULTURAL PRIVADA CAIXA TERRASSA,"RM D ÈGARA, 340 ",08221,1,937804122,http://www.fundacioct.cat/                                                      ,fundacio@fundacioct.cat                                                         ,CULTURALS                               ,417279.1250,4602301.0625,417185.1432,4602096.8465,2.0067559,41.5662615,LOCAL                                   ,"(41.56626150999005, 2.0067558628216884)"
VEU PRÒPIA                              ,"RM D ÈGARA, 340 ",08221,1,648031136,,josepruiz47@gmail.com                                                           ,CULTURALS                               ,417279.1250,4602301.0625,417185.1432,4602096.8465,2.0067559,41.5662615,LOCAL                                   ,"(41.56626150999005, 2.0067558628216884)"
FUND.PRIV.A.CIENCIES MEDIQUES CATALUNYA ,"RM D ÈGARA, 340 , 2            ",08221,1,937330976,www.acmcb.es/filials/voccidental/index.htm                                      ,vallesocci@acmcb.es                                                             ,SALUT I SÒCIO-ASSISTENCIALS             ,417279.1250,4602301.0625,417185.1432,4602096.8465,2.0067559,41.5662615,LOCAL                                   ,"(41.56626150999005, 2.0067558628216884)"
FUNDACIO TORRE DEL PALAU                ,"RM D ÈGARA, 340 , 2            ",08221,1,937899087,www.torredelpalau.org                                                           ,fundacio@torredelpalau.org                                                      ,CULTURALS                               ,417279.1250,4602301.0625,417185.1432,4602096.8465,2.0067559,41.5662615,LOCAL                                   ,"(41.56626150999005, 2.0067558628216884)"
AGRUPACIO SARDANISTA ASERT              ,"RM D ÈGARA, 340 ",08221,1,937333130,www.sardanista-asert.org                                                        ,sardanistasert@ya.com                                                           ,CULTURALS                               ,417279.1250,4602301.0625,417185.1432,4602096.8465,2.0067559,41.5662615,LOCAL                                   ,"(41.56626150999005, 2.0067558628216884)"
FOTO CLUB TERRASSA                      ,"RM D ÈGARA, 340 , 2            ",08221,1,937803412,www.fotoclubterrassa.com                                                        ,fotoclubterrassa@gmail.com                                                      ,CULTURALS                               ,417279.1250,4602301.0625,417185.1432,4602096.8465,2.0067559,41.5662615,LOCAL                                   ,"(41.56626150999005, 2.0067558628216884)"
ASSOC. DE COLLECCIONISTES DE TERRASSA   ,"RM D ÈGARA, 340 , 2            ",08221,1,,www.collecionistesgrupterrassa.wordpress.com                                    ,elgrup@josoc.cat                                                                ,CULTURALS                               ,417279.1250,4602301.0625,417185.1432,4602096.8465,2.0067559,41.5662615,LOCAL                                   ,"(41.56626150999005, 2.0067558628216884)"
AULA GRAN DE TERRASSA                   ,"RM D ÈGARA, 340 ",08221,1,,www.seniorlabs.net/entitat/aula-gran-de-terrassa                                ,aulagran.terrassa@yahoo.es                                                      ,GENT GRAN                               ,417279.1250,4602301.0625,417185.1432,4602096.8465,2.0067559,41.5662615,LOCAL                                   ,"(41.56626150999005, 2.0067558628216884)"
OMNIUM CULTURAL DELEGACIO TERRASSA      ,"RM D ÈGARA, 340 ",08221,1,,terrassa.omnium.cat                                                             ,terrassa@omnium.cat                                                             ,CULTURALS                               ,417279.1250,4602301.0625,417185.1432,4602096.8465,2.0067559,41.5662615,LOCAL                                   ,"(41.56626150999005, 2.0067558628216884)"
ASSOCIACIÓ DE POETES TERRASSENCS        ,"RM D ÈGARA, 340 , 1-B          ",08221,1,937834435,,tjordi62@yahoo.es                                                               ,CULTURALS                               ,417279.1250,4602301.0625,417185.1432,4602096.8465,2.0067559,41.5662615,LOCAL                                   ,"(41.56626150999005, 2.0067558628216884)"
A. NAFIDA                               ,"CA DE SANT CRISPÍ, 228 , 2-C          ",08222,2,619314697,,associacionafida@hotmail.com                                                    ,CULTURALS                               ,419305.8962,4602292.6741,419211.9175,4602088.4427,2.0310618,41.5663932,LOCAL                                   ,"(41.566393221143066, 2.0310618264004336)"
BRAHMA KUMARIS                          ,"CA DE GABRIEL QUEROL, 2 , 1-3          ",08221,1,937885146,www.bkwsu.org                                                                   ,terrassa@es.bkwsu.org                                                           ,"RELIGIOSES I IDEOLÒGIQUES, EN GENERAL   ",417308.1563,4602247.3750,417214.1741,4602043.1587,2.0071114,41.5657810,LOCAL                                   ,"(41.565781004832495, 2.0071113995884153)"
ASSOCIACIÓ VINCLES I ARTS               ,"CA MAJOR, 21 , 2-1          ",08221,1,,www.entre-nosaltres.org                                                         ,msr.entrenosaltres@gmail.com                                                    ,SALUT I SÒCIO-ASSISTENCIALS             ,417485.2500,4601711.5625,417391.2640,4601507.3440,2.0093087,41.5609738,LOCAL                                   ,"(41.560973774407024, 2.009308730943807)"
APA COL.LEGI VEDRUNA                    ,"CA DEL VALL, 21 ",08221,1,650010019,www.ampavedruna.cat/                                                            ,ampa@ampavedruna.cat                                                            ,EDUCATIVES I FORMATIVES                 ,417618.2188,4601712.7500,417524.2331,4601508.5305,2.0109030,41.5609982,DISTRICTE 1                             ,"(41.56099818708323, 2.0109029797863243)"
ASSOCIACIO PROHABITATGE                 ,"CA DE BAIX, 29 , 1-2          ",08221,1,934534019,www.prohabitatge.org                                                            ,prohabitatge@prohabitatge.org                                                   ,SALUT I SÒCIO-ASSISTENCIALS             ,417603.8999,4601742.7317,417509.9144,4601538.5124,2.0107272,41.5612667,LOCAL                                   ,"(41.56126672691918, 2.0107271679083674)"
ASSOCIACIO PADELAMIC                    ,"CA DE BAIX, 20 , 2-1          ",08221,1,,www.padelamic.com                                                               ,padelamic@gmail.com                                                             ,ESPORTIVES                              ,417579.3389,4601738.9722,417485.3533,4601534.7530,2.0104332,41.5612303,LOCAL                                   ,"(41.56123033607291, 2.010433175010013)"
PARROQUIA DEL SANT ESPERIT DE TERRASSA  ,"CA DE L ESGLÉSIA, 1 ",08221,1,639120653,www.santesperit.org                                                             ,fidelcatalan@gmail.com                                                          ,"RELIGIOSES I IDEOLÒGIQUES, EN GENERAL   ",417684.3640,4601813.3955,417590.3791,4601609.1757,2.0116823,41.5619114,DISTRICTE 1                             ,"(41.561911419220976, 2.011682316199755)"
"ACCIO TEATRE, CENTRE ACTIVITATS TEATRALS","CA DEL PORTAL NOU, 9 , BA-L1        ",08221,1,670678382,www.accioteatre.es                                                              ,info@accioteatre.es                                                             ,CULTURALS                               ,417731.4375,4601760.1250,417637.4523,4601555.9047,2.0122541,41.5614365,LOCAL                                   ,"(41.561436510863146, 2.0122540784732714)"
ASSOC. CAMP ENERGIA ECONOMIA BE COMU    ,"CA DEL CLAUSTRE, 2 , 2-4          ",08222,1,610756878,,ebcterrassa@gmail.com                                                           ,EMPRENEDORIA                            ,418610.3125,4602282.7500,418516.3326,4602078.5239,2.0227218,41.5662333,LOCAL                                   ,"(41.56623329287625, 2.0227217839940517)"
AS. LES ARTS CONTEMPORANEES LA FUNDICION,"CA DE SANT GAIETÀ, 66 ",08221,1,937881129,www.lafundicion.org                                                             ,info@lafundicion.org                                                            ,CULTURALS                               ,417500.9688,4602432.1250,417406.9883,4602227.9075,2.0093982,41.5674648,LOCAL                                   ,"(41.56746479691675, 2.0093981596652988)"
A. ENTITATS TERRASSENQUES INSERCIO-ALEI ,"CA DE TOPETE, 23 ",08221,1,650155107,www.alei.cat                                                                    ,aleiterrassa@gmail.com                                                          ,SALUT I SÒCIO-ASSISTENCIALS             ,418114.2188,4601774.3125,418020.2343,4601570.0893,2.0168421,41.5616036,LOCAL                                   ,"(41.56160359758994, 2.016842064191433)"
CARITAS DIOCESANA DE BARCELONA          ,"CA DE TOPETE, 23 ",08221,1,937808788,www.caritasdtr.org                                                              ,mperez@caritasdiocesanaterrassa.cat                                             ,SALUT I SÒCIO-ASSISTENCIALS             ,418114.2188,4601774.3125,418020.2343,4601570.0893,2.0168421,41.5616036,LOCAL                                   ,"(41.56160359758994, 2.016842064191433)"
FARGA M                                 ,"CA DE MIQUEL VIVES, 15 , 1-2          ",08222,1,656366703,,fargam.t@gmail.com                                                              ,CULTURALS                               ,418412.3579,4601957.8427,418318.3752,4601753.6176,2.0203921,41.5632870,LOCAL                                   ,"(41.563286973599524, 2.020392107734245)"
A.PROF.UNIVERSITAR.JUBILATS DE CATALUNYA,"CA DE COLOM, 2 ",08222,1,937398606,,,EDUCATIVES I FORMATIVES                 ,418545.5313,4602021.8750,418451.5493,4601817.6489,2.0219803,41.5638772,LOCAL                                   ,"(41.56387723776097, 2.021980344519712)"
ASSOCIACIÓ CATALANA PARKINSON ARA (AJUDA,"AV DE JACQUARD, 87 , EN           ",08222,1,937337400,,enricrius@palaurius.com                                                         ,SALUT I SÒCIO-ASSISTENCIALS             ,418517.1149,4602047.4891,418423.1331,4601843.2633,2.0216361,41.5641050,LOCAL                                   ,"(41.5641050225689, 2.0216361130028835)"
ASSOCIACIO CATALANA PER LA PAU (DELEG)  ,"CA DE RAMÓN Y CAJAL, 25 , BA-1         ",08222,1,,www.acpau.org                                                                   ,info@acpau.org                                                                  ,"SOLIDARITAT, PAU I DRETS HUMANS         ",418693.2090,4602079.1315,418599.2277,4601874.9044,2.0237435,41.5644079,LOCAL                                   ,"(41.56440793296547, 2.0237434578020586)"
