CODI;DATAINICI;NOMCOM;RAOSOCIAL;DESCRIPCIO;WEB;EMAIL;TELEFON1;HORARI;TIPUS;CODI_TIPUS;ADRECA
17;20061108;La Botiga;PROCARELA, SL.  ;Carnisseria xarcuteria;;la_botiga@telefonica.net;936663504;DE 09:00A-14:00 I DE 17:00 -20:00 DE DILLUNS A DISSABTE;CARNISSERIA;66;C. Santa Creu 0004   
985;19981201;La Caixa de Pensions de Barcelona (Vilardaga);CAIXA D ESTALVIS I PENSIONS DE BARCELONA  ;BANC;www.lacaixa.es;;936852829;DE DILLUNS A DIVENDRES 8-15 DIJOUS 16-20, ESTIU 8-15;BANCS I CAIXES;120;Pg. Comte de Vilardaga 0108   
533;19910401;La Cantineta;EULOGIO HERNANDEZ PRIETO;BAR RESTAURANT;;fedeybego2007@hotmail.com;936325723;7-20:30 DILLUNS A DIJOUS 7-16 DISSABTES ;RESTAURANTS;109;Ctra. Laureà Miró 0271   
1392;20060427;La Casa de las Chuches 2;FRANCISCO JAVIER ZAFRA BERNAL;Comerç al detall de llaminadures i regals;www.casachuches.com;info@casachuches.com;936327552;;DOLÇOS I GOMINOLES;75;Pg. Comte de Vilardaga 0081   
3957;20120620;La Catedral Bar-cafeteria;XIAOYAN YE ;Bar-cafeteria Aforament 49 persones;;;931736762;;BARS I CAFETERIES;110;Pl. Vila 0011 1  LC  01  
3258;20070918;La font de l expressió;VICTORIA FRANCO VELASCO;despatx de logopedia;;info@victoriafrancovelasco.com;932191281;;CENTRES DE TERAPIA PSICOLÒGICA  I REEDUCACIÓ;151;C. Agustí Domingo 0005 A  BX  01  
217;20070101;La fruiteria del barri;DAVID MARTIN ESTEBAN;Comerç al detall de fruites i verdures;;;607772983;DE DILLUNS A DIVENDRES DE 7 A 20;FRUITA I VERDURA;68;C. Sant Josep 0075  BX  04  
792;20010901;La Granja. Agustín y Loli;MARIA DOLORES DELGADO HERNANDEZ;Granja bar;;;935129009;DE DILLUNS A DIVENDRES 8.30-23, DISSABTE 8.30-24;BARS I CAFETERIES;110;C. Girona 0029  BX  01  
3621;20090708;La llar del nen;MIREIA GIL MARTINEZ;Comerç de llaminadures i objectes de regal;;mirebcn877@hotmail.com;936851516;;DOLÇOS I GOMINOLES;75;C. Falguera 0098  BX  03  
1799;20060427;La part dels Àngels;BASILIO NOVA DALMASES;Restaurant Aforament 48 persones;;info@lapartdelsangels.es  ;936666644;;RESTAURANTS;109;Pg. Bertrand 0027  BJ  01  
3562;20090202;La Sirena;LA SIRENA ALIMENTACION CONGELADA SLU  ;Venda al detall de productes alimentaris, especialment congelats;www.lasirena.es;mmgarcia@lasirena.es ;937454300;;CONGELATS;69;Ctra. Laureà Miró 0172  LC  01  
744;20120125;LA TABERNA;JOSE TABLA CORDERO;BAR Aforament: 29 persones;;josetabla49@gmail.com;933730570;DE 8 A 23 DE DILLUNS A DISSABTE ?;BARS I CAFETERIES;110;C. Roses 0038  BX  02  
2383;20060725;La Taberna de Sant Feliu (ant. El Bost);ARANTZAZU JIMENEZ VILLAR;Bar Aforament 46 persones;;latabernasantfeliu@gmail.com;629274409;;BARS I CAFETERIES;110;C. Rupert Lladó 0049  LC  02  
286;20150903;LA TAHONA;ALEJANDRO AGUILAR GONZALEZ;PASTISSERIA I FORN DE PA AMB DEGUSTACIÓ;;;;DE 7:00 A 14:30 I DE 16:30 A 21 DE DILLUNS A DIUMENGE;FORNS I PASTISSERIES;70;Pg. Comte de Vilardaga 0114  BX  02  
968;20020501;La Terrassa;AGUSTINA TORES PEREZ;Bar amb servei d internet Aforament 48 persones;;;;DE DIJOUS A DIUMENGE DE 17 A 23:30 DIVENDRES, DISSABTES I VÍSPERAS DE FESTIVOS DE 17 A 2:00;BARS I CAFETERIES;110;C. Dalt 0002  BX  02  
574;20000401;La tienda de Telyco (movistar);TELEFONIA SANT FELIU, S.L.  ;comerç al detall d equips i serveis de telefonia;www.tiendatelycosantfeliu.com;telycosantfeliu@telefonica.net;936327272;9-13 30 17-20 30 DILLUNS A DIVENDRES;TELEFONIA;105;Ctra. Laureà Miró 0248  LC  
3914;20111121;LA YAYA COSTURERA;SUSANA LLAVADOR MARTINEZ;Arranjaments de roba;;;;;ARREGLOS DE ROBA;165;Ctra. Laureà Miró 0178  LC  01  
2232;19880101;Laboratorios Dimefar SL.;LABORATORIOS DIMEFAR,SL.  ;Preparació d especialitats farmacèutiques, plantes medicinals i productes dietètiques.;www.dimefar.com;dimefar@dimefar.com;936669312;DE DILLUNS A DIVENDRES DE 7 A 15;PRODUCTES FARMACEUTICS;33;Ra. Salut 0044  BX  
2152;20070712;Laboratoris Vilardell S.A.;LABORATORIOS VILARDELL, S.A.  ;Fabricació d especialitats farmacèutiques;www.labvilardell.com;comercial@labvilardell.com;936851737;7-15 DILLUNS A DIVENDRES;PRODUCTES FARMACEUTICS;33;C. Constitució 0066  BX  
1338;20060427;Lampisteria Mingo;BENITO MINGO SANABRIA;Instal.lacions gas, aigua i electricitat;;instalacionesmingo@outlook.com;936666527;;LAMPISTERIA;170;C. Agustí Domingo 0019   
3217;20070704;Lara Baleares;LARA BALEARES SL  ;magatzem de papereria;www.laracat.com;lara@laracat.com;936800778;;EMMAGATZEMATGE. DIPÒSIT DE MOBLES I MERCADERIES.;113;C. Agricultura 0017  BX  03  
1073;19760101;Lara BCN, SL.;SEGUROS LARA SANT FELIU  ;Companyia d assegurànces;;seguroslara@gmail.com;936669845;DE 10 A 14 I DE 17 A 20 DE DILLUNS A DIVENDRES;ASSEGURANCES;121;Ptge. Sabadell 0004   
909;19980101;L art de les Cassoletes (antic Café);GRANJA-BAR PEREGRINA SL  ;Bar Aforament 40 persones;;peregrinasl2012@hotmail.com;936851869;DE 7:15 A 20:00 DE DILLUNS A DIUMENGE, DISSABTE FESTA;BARS I CAFETERIES;110;C. Església 0010  LC  
3755;20100730;Las aves de Maika - Parada 11 (Mercat Avenida);MARIA DEL CARMEN CAMPOS SERRANO;Polleria i derivats;;;;;CARNISSERIA;66;C. Joaquim Monmany 0001  S2  11  
2139;20031219;Lincoln KD S.A.;LINCOLN ELECTRIC SPAIN SA  ;Fabricació d electrodes per a soldadura;www.lincolnelectric.es;curpi@lincolnelectric.eu;936859600;8-13 14-17  DILLUNS A DIVENDRES;METAL·LÚRGIA, (llevat de maquinària i equips);43;Ctra. Laureà Miró 0396  BX  
2178;19930901;Lipul;LIPUL,  S.L.  ;Tractament i recobriment de metalls;;lipulsl@gmail.com;936661198;DE 7:00 A 13:00 I DE 15:00 A 17:30 DE DILLUNS A DIVENDRES;METAL·LÚRGIA, (llevat de maquinària i equips);43;Ptge. Masor 0008  BX  
2122;20010509;Lithoplate S.A.;LITHOPLATE, S.A.  ;Tractament de planxes d alumini offset;www.lithoplate.com;info@lithoplate.com;936664102;6-22 DILLUNS A DIVENDRES;METAL·LÚRGIA, (llevat de maquinària i equips);43;C. Treball 0026  BX  
2709;20070514;Lleure Programat - Cocina y Sabor Mediterraneos, S.L.;LLEURE PROGRAMAT SL  ;Catering;www.micocinero.es / www.servescol.com;servescol@servescol.com;934732323;;INDUSTRIES D ALIMENTACIÓ;13;Ctra. Laureà Miró 0401  BX  04  
314;19270101;Llibreria Ossó Papereria;M EUGENIA OSSO OLLE;BOTIGA DE COMPLEMENTS DE ROBA;;llibreriaossopapereria@hotmail.com;936660945;DE DILLUNS A DIVENDRES DE 9 A 13:30 I DE 17 A 20, DISSABTE DE 9:30 A 13:30;LLIBRERIA I PAPERERIA;97;Ctra. Laureà Miró 0161  LC  
3388;20080411;Lloguer de trasters;JUAN PEÑA PINILLA;Lloguer de trasters;;;936668013;;EMMAGATZEMATGE. DIPÒSIT DE MOBLES I MERCADERIES.;113;C. Verge de la Salut 0021   
351;20050401;Lluhí Centre d Estética;LLUHI SOL & SPA, S.L.  ;ESTÈTICA;;centre-estetica@llui.net;936325771;9:30-20 DILLUNS A DIVENDRES 9-14 DISSABTE;CENTRES ESTÈTICA;164;Pg. Comte de Vilardaga 0118   
1671;20050101;Locutori Sofia;SAID KHAMLICH ;Locutori;;locutorisofia@yahoo.es;650363978;DE DILLUNS A DIVENDRES DE 10 A 22, A VEGADES DISSABTES I DIUMENGES D 11 A 22;LOCUTORIS;118;C. Can Calders 0010   
2329;20060711;Locutorio El Dorado;EL DORADO JYNC SL  ;Locutorio;;eldoradojyncsl@hotmail.com;936856980;;LOCUTORIS;118;C. Miquel Coll i Alentorn 0002  SM  01  
461;20060427;Lorena;LORENA GARCIA SANCHEZ;Bijuteria i complements de moda;;lgarcia@gencat.cat;931050485;;COMPLEMENTS I REGALS;79;Ctra. Laureà Miró 0196  LC  
3346;20080121;Luchana Logistica;LUCHANA LOGISTICA SA  ;Centre Logistic;www.luchanalogistica.com;bcn@luchanalogistica.com;932230303;;TRANSPORTS;112;Ctra. Laureà Miró 0380   
605;19991110;Madecor;JOSE SERRANO MUÑOZ;Mobles;;NO EN TENEN;936852188;DE DILLUNS A DIVENDRES DE 10 A 13 I DE 17  A 20;MOBLES I DECORACIÓ;80;C. Pou de Sant Pere 0005  BX  
2180;20060607;Mafridis, S.L.;MAFRIDIS, S.L.  ;Fabricació i mutatge de components per a dispensadores de begudes carbòniques;www.conbat.es;comercial@mafridis.es;936661158;;METAL·LÚRGIA, (llevat de maquinària i equips);43;Ra. Salut 0062   
3710;20100315;Magatzem annex al Bar Extremeño;ANTONIO FERNANDEZ BARROSO;Magatzem annex a bar;;;932125582;;EMMAGATZEMATGE. DIPÒSIT DE MOBLES I MERCADERIES.;113;C. Joan Antoni Samaranch 0020  BX  01  
239;19790101;Majó Joiers Gemmolegs;JORDI MAJO CASAS;Joieria;www.majojoiers.com;jordi@majojoiers.com;936661270;DE 10 A 13:30 I DE 17:00 A 20:30 DE DILLUNS DE DISSABTE;JOIERIA;95;Ctra. Laureà Miró 0105  LC  
3374;20080310;Mana. botiga de roba;MARIA ANGELES GUERRERO RODRIGUEZ;Comerç al detall de roba;;elmana@santfeliu.net;936663102;;ROBA;90;Rbla. Marquesa de Castellbell 0073   
1635;20050101;Manhattan idiomes;JONAS PEREZ MAÑANET BALCAZAR;ESCOLA D IDIOMES;www.idiomesmanhattan.com;info@idiomesmanhattan.com;936663240;DE DILLUNS A DIVENDRES DE 9 A 21, HORARI DE RECEPCIÓ DE DILLUNS A DIVENDRES DE 10 A 13 I DE 16 A 20;ACADÈMIES ( IDIOMES, INFORMÀTICA, TEATRE, MANUALITATS, MÚSICA, AUTOESCOLES);144;C. Clementina Arderiu 0025   
2126;19910101;Manteniment Alta Tensió - Imecat S.A;INGENIERIA DE MANTENIMIENTO ELECTRICO DE CENTROS DE ALTA TENSION SA  ;Enginyeria de manteniment elèctric;www.imecat.com;admin@imecat.com;936850496;DE 8:00 A 13:00 I DE 15:00 A 18:00 DE DILLUNS A DIVENDRES;ALTRES (INDUSTRIES DE MATERIALS I EQUIPS ELÈCTRICS, ELECTRÒNICS I ÒPTICS);48;C. Treball 0032  BX  01  
1976;20060504;Manuel Pastor Muñoz Abogado;PERSONA NULA  ;;;;;;SERVEI JURÍDIC - ADVOCATS;129;C. Sant Josep 0091  BX  01  
2297;20061101;Mapfre;CARMEN CORDON CAMPOS;Agència d assegurances;;ccordon68@gmail.com;936666905;;CONSULTORIES/ASSESSORIES;128;Ctra. Laureà Miró 0293  BX  
1299;19850101;Mapfre Mutua de Seguros (Sant Llorenç);MAPFRE MUTUALIDAD DE SEGUROS Y REASEGURADOS A PRIMA FIJA  ;SEGUROS;www.mapfre.com;zcatfeliu@mapfre.com;936850311;DE 9 A 13:30 I DE 15:30 A 18:30 DE DILLUNS A DIVENDRES;ASSEGURANCES;121;C. Sant Llorenç 0002  BX  03  
1289;19980701;Marc Nos Fuster;MARC NOS BOSCH;FUSTERIA;;marcnos_fuster@hotmail.es;936661530;DE 8:30 A 14 I DE 15:30 A 19:30 DE DILLUNS A DIVENDRES;FUSTERIA;172;C. Verge del Pilar 0027   
396;19860101;Maribel perruqueria i estètica;MARIA ISABEL SANCHEZ CASTILLO;PERRUQUERIA I ESTÈTICA;;maribelperruqueria@santfeliu.net;936663667;DE DIMARTS A DISSABTE 9-13 15-20;PERRUQUERIES;163;C. Josep Ricart 0046   
1348;19500101;Mármoles Hernández;MARMOLES HERNANDEZ, S.L.  ;ELABORACIÓ DE MARMOL;;marmoleshernandez@gmail.com;936661328;8:30-13 15-19 DILLUNS A DIVENDRES;MARBRES;174;Ctra. Laureà Miró 0048  LC  
1719;20040101;Márquez Palencia. Gabinet Jurídic;RAQUEL MARQUEZ PALENCIA;ADVOCATS;;;936327147;DE DILLUNS A DIVENDRES DE 10 A 14 I DE 17 A 20;SERVEI JURÍDIC - ADVOCATS;129;C. Doctor Brugarolas 0031  LC  01  
1274;19990201;Mas Lluhí Veterinària;MARTA AMIGO RODRIGO;veterinària i comerç de complements per a animals;;maslluhi@hotmail.com;936852828;DE DILLUNS A DISSABTE 10-13.30 17-20;ACTIVITATS VETERINÀRIES;154;Pg. Comte de Vilardaga 0049   
280;19990101;Mas Tres ;MAS TRES CATERING, S.L.  ;PASTISSERIA, FORN DE PA AMB DEGUSTACIÓ;;quimamas@hotmail.com;936855086;DE DIMARTS A DISSABTE 8-14 17-20 DIUMENGES 8-15;FORNS I PASTISSERIES;70;C. Pi i Margall 0001  LC  
1753;20060427;Massagué Associats;MASSAGUER ASSOCIATS  ;;;perem@massagueassociats.com, massaguep@gmail.com;936661039;;ASSEGURANCES;121;Ctra. Laureà Miró 0204  BX  01  
700;20020801;Matalasseria Asun;ASUNCION VALENZUELA MONTAÑO;comerç al detall de matalassos i complements;www.matalasseriaasun.com;info@matalasseriaasun.com;936326921;DE DILLUNS A DISSABTE DE 9 A 13.30 I DE 17 A 20.30;MATALASSERIA;82;Rbla. Marquesa de Castellbell 0102   
1204;20011013;Mathnetik;DANIEL PONS FABREGAS;VENDA ORDINADORS I COMPLEMENTS;www.mathnetik.com;mathnetik@ya.com;936851594;DE 10 A 13:30 I DE 17 A 20 DE DILLUNS A DISSABTE;ACTIVITATS INFORMÀTIQUES: CONSULTA,  SUBMINISTRAMENT, MANTENIMENT, REPARACIÓ, ETC;125;C. Falguera 0097   
2215;19820101;Matripren, S.A.;MATRIPREN, S.A.  ;Fabricació de matriceria i estampació de peces metàl·liques.;http://www.matripren.com;matripren@matripren.com;936661480;DE DILLUNS A DIVENDRES 7-15;METAL·LÚRGIA, (llevat de maquinària i equips);43;Ra. PAHISSA 0020  BX  
2469;20050826;MCD grup;MCD GRUP SA  ;Comerç al detall de paviment lleuger;www.mcdgrup.com;info@mcdgrup.com;936857990;DE 8:30 A 13 I DE 15 A 18 DE DILLUNS A DIJOUS, DIVENDRES DE 8:30 A 14;ALTRES (CONSTRUCCIÓ);57;C. Anselm Clavé 0017  BX  12  
2711;20070516;Mecalectric Arnau;MECALECTRIC ARNAU SL  ;Taller mecànic de reparació de maquinària;;mecaelectricarnau@mecaelectricarnau.com;936665798;;ALTRES (INDUSTRIES MANUFACTURERES DIVERSES);53;Ra. PAHISSA 0006   
2228;19780101;Mecanizados Frias S.A.;MECANIZADOS FRIAS SA  ;Taller de mecanització de metalls;;mecfrias@terra.es;936669754;7 30 -13  14 30 -17 30;METAL·LÚRGIA, (llevat de maquinària i equips);43;Ra. Salut 0044  BX  
2510;20031001;Mecatub 2003, SL;MECATUB  ;Taller de mecanització de peces metàl·liques, utillatges i transformació de tubs.;mecatub2003.blogspot.com.es;mecatub2003@hotmail.com;936665097;DE 6 A 14 DE DILLUNS A DIVENDRES;METAL·LÚRGIA, (llevat de maquinària i equips);43;C. Tallers 0018   
1824;20000101;Medi Obert Barcelona 2;GENERALITAT DE CATALUNYA  ;SERVEI CENTRAL DEL DEPARTAMENT DE JUSTÍCIA;;jgiraltv@gencat.net;936854619;;CENTRES DE TERAPIA PSICOLÒGICA  I REEDUCACIÓ;151;C. Vidal i Ribas 0023   
1149;19760101;Mediterráneo Ferreteria;DOLORES CRESPILLO SOTO;ferreteria;;NO EN TENEN;936665627;DE 9 A 14 I DE 16 A 21 DE DILLUNS A DISSABTE;FERRETERIA/COPIA CLAUS/CERRAJERIA;84;C. Europa 0002   
3896;20110929;Merca món (Basar) ;SULING DU ;Comerç al detall d articles diversos;;;936325595;;BASARS;106;Pg. Comte de Vilardaga 0158  LC  04  
1640;19991223;Mercadona;MERCADONA SA  ;Supermercat;www.mercadona.es;;936325352;9:15-91:15 DE DILLUNS A DISABTE;SUPERMERCATS/HIPERMERCATS;65;Pg. Comte de Vilardaga 0125   
3301;20071030;Mercadona;MERCADONA SA  ;Supermercat d alimentació amb aparcament annex;http://www.mercadona.es;;933883333;;SUPERMERCATS/HIPERMERCATS;65;C. General Manso 0039   
336;19780901;Merceria Perfumeria Paris;JUSTA ROMERO MORALES;merceria - perfumeria;;NO EN TENEN;661093028;DE DILLUNS A DIVENDRES DE 10 A 13:30 I DE 17 A 20:30;MERCERIA;94;C. Picasso 0016   
2101;19600101;Mersen Ibérica (abans Sofacel);MERSEN IBERICA, S.A.  ;fabricació de carbons elèctrics;www.mersen.com;contact.iberica@mersen.com;936857800;DE DILLUNS A DIVENDRES 813.30 1518;ALTRES (INDÚSTRIES D ALTRES PRODUCTES MINERALS NO METÀL·LICS);42;C. Ramon de Trinxeria 0039  BX  
3759;20100805;Metalgrup;METALGRUP, S.A.  ;Mecanitzat de peces de racoreria;;;936325611;;METAL·LÚRGIA, (llevat de maquinària i equips);43;Ctra. Laureà Miró 0368  BX  
3758;20100805;Metalgrup;METALGRUP, S.A.  ;Forja i estampació de metalls;;;936325611;;METAL·LÚRGIA, (llevat de maquinària i equips);43;Ctra. Laureà Miró 0366  BX  01  
2129;19870101;Metalgrup;METALGRUP, S.A.  ;Oficines i magatzem d aixetes i racoreria;www.metalgrup.es;com.nacional@metalgrup.es;936853861;8-13 16-19 DILLUNS A DIJOUS 8-13 15-17 DISSABTE;METAL·LÚRGIA, (llevat de maquinària i equips);43;Ctra. Laureà Miró 0374   
2559;20061219;Metalisteria la Salud;METALISTERIA LA SALUD  ;Fusteria metàl·lica.;;metalisterialasalud@hotmail.com;936668215;;FUSTERIA;172;Rbla. Marquesa de Castellbell 0101  BX  02  
3318;20071115;Metalls Mediterrani (Manuel Cañete);MANUEL CAÑETE CASTAÑO;compra al detall de residus metàl·lics domèstics per a la seva recuperació per a tercers;;;936669182;de 16 a 20h ;RECICLATGE REBUIG METALL;51;C. Serra 0031  BX  01  
459;19700101;Migogar Moda Home i Dona;MIGUEL GOMEZ GARCIA;comerç al detall de roba;;migogar1@hotmail.com;936660843;DE 10 A 13:30 I DE 17:00 A 20:30 DE DIMARTS A DIVENDRES, DILLUNS DE 17:00 A 20:30;ROBA;90;C. Constitució 0034   
3715;20150427;Mind body fit;HEALTH MIND AND BODY S.L.  ;Perruqueria i institut de bellesa;;;636450159;;PERRUQUERIES;163;C. Torras i Bages 0021  LC  01  
3715;20150427;Mind body fit;HEALTH MIND AND BODY S.L.  ;Perruqueria i institut de bellesa;;;636450159;;CENTRES ESTÈTICA;164;C. Torras i Bages 0021  LC  01  
362;20131001;MI.PE.LU (Perruqueria Carmen Alcazar);MILAGROS A LOURDES SL  ;PERRUQUERIA UNISEX;;mi.pe.lu01@gmail.com;936668451;DE 9 A 17 DE DIMARTS A DISSABTE;PERRUQUERIES;163;C. Creus 0004   
1872;19961227;Mirabel & Associados;FELIX MIRABEL SANZ;Despatx d advocats;;fms@icasf.net;630745201;;SERVEI JURÍDIC - ADVOCATS;129;Pg. Pins 0028  SM  03  
611;19890101;Mobles i Decoració Marpe, S.L.;MUEBLES Y DECORACION MARPE SL  ;MOBLES I DECORACIO;www.mueblesmarpe.com;marpe@mueblesmarpe.com;936852557;DE DILLUNS A DISSABTE DE 9:00 A 13:30 I DE 16:30 A 20:30;MOBLES I DECORACIÓ;80;C. Josep Ricart 0008   
1803;19990101;Mobles Mas;JAUME MAS SOUSA;MOBLES I DECORACIO;;moblesmas@hotmail.com;936660080;DE 10 A 13:30 I DE 17 A 21 DE DILLUNS A DIVENDRES I DISSABTES DE 10 A 13:30;MOBLES I DECORACIÓ;80;C. Falguera 0055  BX  
613;19750101;Mobles Mas;MOBLES MAS SCP  ;TENDA DE MOBLES;;paquitamoblesmas@hotmail.com;936669003;DE 10 A 13:30 I DE 17 A 20:30 DE DILLUNS A DIVENDRES, DISSABTE DE 10 A 13:30;MOBLES I DECORACIÓ;80;C. Sant Josep 0031   
992;20060427;Mobles Santa Creu;ANA MARIA ADELANTADO PARREU;Comerç de mobles;;moblessantacreu@hotmail.com;936660548;DE DILLUNS A DIVENDRES DE 9 A 13:30 I DE 16:30 A 20:30, DISSABTES DE 10:30 A 13:30 I DE 17:30 A 20;MOBLES I DECORACIÓ;80;C. Santa Creu 0007   
454;20060427;Moda Mar Orozco-Home;MARIA DEL MAR OROZCO MARTINEZ;comerç al detall de roba per l home;;fedradese@hotmail.it;936663922;;ROBA;90;C. Santa Creu 0010   
462;19830101;Modas Mayka;CELIA DEIROS LOPEZ;Comerç al detall de roba de dona;;celia_deiros@hotmail.es;935174443;DE DILLUNS A DISSABTE 10-13.30 17-20.30;ROBA;90;C. Picasso 0003 B  BX  03  
2282;19910101;Modimel·la;ROSA MARIA ATIENZA ROMERO;VENDA DE MODA ÍNTIMA;;ratienza1970@hotmail.com;936856353;DE DILLUNS A DISSABTE DE 10 A 13:30 I17:30 A 20:30;LENCERIA COTILLERIA;91;Ctra. Laureà Miró 0230  BX  02  
3314;20071108;Modroño Creative;MARIO MODROÑO SANCHEZ;Perruqueria i centre d estètica;;modronocreative@hotmail.com;936851411;;PERRUQUERIES;163;Ctra. Laureà Miró 0243   
2400;19921125;Moldes Diaz;MOLDES DIAZ S A  ;Taller de fabricació de motlles d acer;;diaz@moldesdiaz.com;936853050;DE DILLUNS A DIVENDRES DE 8:30 A 14 I  15:30 A 18;METAL·LÚRGIA, (llevat de maquinària i equips);43;C. Anselm Clavé 0017  BX  33  
378;20040101;Mont bis (unisex);MONTSERRAT MARTINEZ FERNANDEZ;PERRUQUERIA;;montbis@gmail.com;936852330;9-13 15:30-19:30 DILLUNS A DIVENDRES 8-14 DISABTE;PERRUQUERIES;163;Ctra. Laureà Miró 0329  LC  01  
1790;20060427;Montajes e instalaciones APER;PEDRO HERRADOR HIDALGO;Fusteria metàl·lica;;;936857327;DE DILLUNS A DIVENDRES DE 8:30 A 14 I DE 16 A 19;MOBLES I DECORACIÓ;80;Av. Montejurra 0009  BX  01  
379;20011201;Moreira Perruqueria Unisex;L MOREIRA PERRUQUERS SL  ;perruqueria unisex;;;936854469;DE DIMARTS A DIJOUS DE 9 A 13:30 I DE 15:30 A 20, DILLUNS DE 15:30 A 20 I DIVENDRES DE 9 A 20;PERRUQUERIES;163;C. Picasso 0003 B  BX  01  
1912;19870101;Motor Fango SL (Renault);MOTOR FANGU, S.L.  ;Taller de reaparació de vehicles (mecànica, electricitat, pneumàtics); www.motorfangu.com;motorfangu@red.renault.es;936660869;DE 8  A 13 I DE 15 A 20 DE DILLUNS A DIVENDRES;REPARACIÓ DE VEHÍCLES DE MOTOR;62;C. Doctor Brugarolas 0023   
1127;20060427;Motor Fangu SL;ANTONIO MARTINEZ RUBIO;Venda de vehícles;;motorfangu@red.renault.es;936664802;;VENDA DE VEHÍCLES DE MOTOR;58;Rbla. Marquesa de Castellbell 0069   
1170;19950101;Motor sant Feliu;MOTOR SANT FELIU, SL  ;VENDA DE VEHICLES DE MOTOR;;motorsantfeliu@gmail.com;936850333;DE 10 A 14 I DE 17 A 20:30 DE DILLUNS A DIVENDRS, DISSABTES DE 10 A 14;VENDA DE VEHÍCLES DE MOTOR;58;Ctra. Laureà Miró 0355   
1329;20060427;Motos J.E.B.;JOSE ESTEBAN BADIA;Venda i reparació de motos ;;motosjeb@motosjeb.com;936667755;;VENDA DE VEHÍCLES DE MOTOR;58;Ctra. Laureà Miró 0106  LC  
1796;20030101;Motos Ros;JOAN ROS MATEOS;REPARACIÓ I VENDA DE MOTOS;;motoros@hotmail.com;936660024;9-13:30 16-20 DILLUNS A DIVENDRES;VENDA DE VEHÍCLES DE MOTOR;58;Ctra. Laureà Miró 0064   
2445;20000101;Mudanzas Láser;MUDANZAS LASER, S.A  ;Guardamobles;www.mudanzaslaser.com;info@mudanzaslaser.com;936665338;DE DILLUNS A DIVENDRES DE 9 A 14 I 16 A 19:30;EMMAGATZEMATGE. DIPÒSIT DE MOBLES I MERCADERIES.;113;C. Anselm Clavé 0017  BX  16  
618;19960101;Muebles Cedeño;JUAN CEDEÑO VALERA;comerç de mobles i decoració;;mueblescedeño@santfeliu.net;936667603;DE 9 A 13:30 I DE 16 A 20:30 DE DILLUNS A DISSABTE;MOBLES I DECORACIÓ;80;C. Santa Creu 0011   
3281;20071010;Multi-llar (Basar) Junyuan Sun;JUNYUAN SUN ;Basar articles de regal;;;635283835;;BASARS;106;Pg. Comte de Vilardaga 0087 A  LC  02  
2168;19910101;Mundimetal;MUNDIMETAL, S.L.  ;Mecanitzat de peces de llautó;;mundimetal.sl@hotmail.com;936661593;8-13 30 15 30-18 LUN-DIJOUS /  8 -14 DIVENDRES;METAL·LÚRGIA, (llevat de maquinària i equips);43;Ptge. Masor 0027  BX  
942;20161013;Music Bar Milenio ;FERRAN HERNANDEZ HERNANDEZ;Bar musical;www.milenios.net;fernan.hernandez.hernandez@gmail.com;936851649;DE 19 A 22:30 DIJOUS, DIVENDRES I DISSABTE DE 19:00 A 4;ACTIVITATS RECREATIVES (bar musical, discoteca, etc);160;Ctra. Laureà Miró 0236   
2710;20070511;Mútua Universal Mugenat;MUTUA UNIVERSAL MUGENAT MATEPSS N. 10  ;Centre assistencial - mútua d accidents laborals;www.mugenat.es;;936850828;;CONSULTORIS, CENTRES MÈDICS, ASSISTÈNCIA MUTUA;148;C. Sant Jaume 0017  BX  01  
2198;19970601;Nacex;ETSUY XECAN, S.L.  ;MISSATGERIA;www.nacex.es;0804.administracion@nacex.es;936853030;DE DILLUNS A DIVENDRES 8-20;MISSATGERIA;116;C. Primer de Maig 0014  BX  06  
2721;20070518;Net Expres, SL;NET EXPRES, S.L.  ;Empresa de neteja;www.netexpres.es;informacio@netexpres.es;936666411;;NETEJA INDUSTRIAL;137;Ctra. Laureà Miró 0286   
2317;20030101;Net Interlab;NET INTERLAB SAL  ;comerç i distribució d instrumental de laboratori;http://www.netinterlab.com;central@net-interlab.es;936325494;DE DILLUNS A DIVENDRE 9-14 16-19;ALTRES COMERÇOS AL DETALL;107;C. Mas Lluí 0006  BX  04  
1176;20060505;Neumáticos y Servicios Falguera;MANUEL FERRER FERRER;taller de reparació d automòbils i neumàtics;;falguera@retemail.es;936666647;;VENDA DE RECANVIS I ACCESSORIS DE VEHÍCLES;59;C. Falguera 0107   
2406;20061201;Neutronic Systems;AGUSTIN JAVIER LUQUE SANCHEZ;Venda i reparació de material informàtic;www.neutronic.es;info@neutronic.es;936859229;DE DILLUNS A DIVENDRES 10:30 A 13:30 I 17 A 20:30;ACTIVITATS INFORMÀTIQUES: CONSULTA,  SUBMINISTRAMENT, MANTENIMENT, REPARACIÓ, ETC;125;C. Rupert Lladó 0046  LC  04  
3280;20071008;Northgate España Renting Flexible (Fualsa);NORTHGATE ESPAÑA RENTING FLEXIBLE SA  ;Lloguer i reparació de vehicles/ renting;www.northgateplc.es;informacion@northgate.es;934731704;;REPARACIÓ DE VEHÍCLES DE MOTOR;62;C. Ramon de Trinxeria 0001   
622;19660101;Nou Estil Xey;CARLOS DE LA TORRE GARRIDO;Exposició i venda de mobiliari de cuina;;comercial@nou-estil.net;936660841;DE DILLUNS A DIVENDRES 10-13 17-20.30, DISSABTE NOMÉS MATINS;MOBLES I DECORACIÓ;80;Pg. Nadal 0006   
