Org_,Descripció_orgànica,Fun_,Eco_,Descripció,Crèdits_inicials,Modificacions_de_crèdit,Crèdits_totals_consignats,Disposicions_o_compromisos,Obligacions_reconegudes,Pagaments_fets,FID
14,Serveis Personals,326Q,1200600,EDUCACIÓ. TRIENNIS PFI-PTT,0,1579.53,1579.53,70.24,70.24,70.24,1256
14,Serveis Personals,341,2260200,ESPORTS PUBLICITAT I PROPAGANDA,720,0,720,319.44,319.44,156.09,1257
14,Serveis Personals,341T,2260914,ESPORTS TROFEUS,0,500,500,0,0,0,1258
14,Serveis Personals,920,2260200,SERVEIS PERSONALS PUBLICITAT I PROPAGANDA,1000,0,1000,429.55,429.55,429.55,1259
14,Serveis Personals,342E,6250014,ESPORTS MATERIAL ESPORTIU,0,0.17,0.17,0,0,0,1260
14,Serveis Personals,330A,1310000,CULTURA LABORAL TEMPORAL CAN PUGET,0.01,0,0.01,0,0,0,1261
14,Serveis Personals,334,4899800,"CULTURA FP ESTUDIS MUSICALS, SUBVENCIÓ SUPORT (db)",0,7196,7196,7196,7196,7196,1262
15,Museu del Ter,333,2260915,MT ACTIVITATS CULTURALS MAGNET,0,0.72,0.72,0,0,0,1263
14,Serveis Personals,326Q,1200615,EDUCACIO TRIENNIS PFI-PTT,0,300,300,300,300,300,1264
14,Serveis Personals,342,6250000,ESPORTS MATERIAL ESPORTIU INVENTARIABLE (db),0,2340,2340,2340,2340,2340,1265
14,Serveis Personals,341,2260900,ESPORTS. ACTIVITATS ESPORTIVES (db),0,7132,7132,0,0,0,1266
14,Serveis Personals,330A,1500100,CULTURA PRODUCTIVITAT CAN PUGET,700,0,700,524.97,524.97,524.97,1267
14,Serveis Personals,341,2260915,"ESPORTS, PROGRAMES ESPORTIUS LOCALS (db)",0,4889,4889,0,0,0,1268
14,Serveis Personals,342A,1200500,ESPORTS BÀSIQUES AP PISCINA,7678.58,76.79,7755.37,5539.6,5539.6,5539.6,1269
14,Serveis Personals,920,2269915,SP ADEQUACIO D'ESPAIS,0,8826.87,8826.87,559,559,0,1270
14,Serveis Personals,342F,1300000,ESPORTS BÀSIQUES CAMP DE FUTBOL,0.01,0,0.01,0,0,0,1271
14,Serveis Personals,334,4899900,CULTURA TRANSF. QUOTA OMNIUM,500,0,500,0,0,0,1272
14,Serveis Personals,326Q,1210000,EDUCACIÓ. DESTI PFI-PTT,0,2653.82,2653.82,398.74,398.74,398.74,1273
15,Museu del Ter,333,2269900,MT DESPESES DIVERSES EXPOSICIONS,10000,6609,16609,4503.9,4503.9,4503.9,1274
14,Serveis Personals,330A,1600000,CULTURA SEGURETAT SOCIAL CAN PUGET,6484.41,162.63,6647.04,4360.11,4360.11,4360.11,1275
14,Serveis Personals,920,2270000,SERVEIS PERSONALS NETEJA EDIFICI,0.01,0,0.01,0,0,0,1276
14,Serveis Personals,341,2269913,ESPORTS ACTIVITATS ESPORTIVES (DIP),0,970,970,0,0,0,1277
14,Serveis Personals,342A,1200600,ESPORTS TRIENNIS PISCINA,754.32,116.38,870.7,598.84,598.84,598.84,1278
14,Serveis Personals,326Q,1210015,EDUCACIO DESTI PFI-PTT,0,3178.83,3178.83,3178.83,3178.83,3178.83,1279
14,Serveis Personals,342F,1300100,ESPORTS HORES EXTRES CAMP DE FUTBOL,0.01,0,0.01,0,0,0,1280
14,Serveis Personals,334,7800000,CULTURA CONVENI TEATRE CENTRE,0.01,0,0.01,0,0,0,1281
14,Serveis Personals,330A,2150000,CULTURA CONSERVACIÓ MOBILIARI CAN PUGET,870,0,870,577.82,577.82,577.82,1282
14,Serveis Personals,341,4890100,ESPORTS SUBV. ENTITATS ESPORTIVES,0.01,0,0.01,0,0,0,1283
15,Museu del Ter,333,2270000,MT SERVEI NETEJA,0.01,0,0.01,0,0,0,1284
14,Serveis Personals,342A,1210000,ESPORTS COMPLEMENT DESTINACIÓ PISCINA,3955.42,357.49,4312.91,3080.7,3080.7,3080.7,1285
14,Serveis Personals,326Q,1210100,EDUCACIÓ. ESPECIFIC PFI-PTT,0,4681.68,4681.68,195.02,195.02,195.02,1286
14,Serveis Personals,342F,1300200,ESPORTS ALTRES REMUNERACIONS CAMP DE FUTBOL,0.01,0,0.01,0,0,0,1287
14,Serveis Personals,334A,2260900,CULTURA FESTA SANT JOAN,3000,0,3000,2996.77,2996.77,2996.77,1288
14,Serveis Personals,920,6250000,SERVEIS PERSONALS MOBILIARI,0,0.01,0.01,0,0,0,1289
14,Serveis Personals,330A,2211000,CULTURA PRODUCTES NETEJA,200,0,200,0,0,0,1290
14,Serveis Personals,342A,1210100,ESPORTS COMPLEMENT ESPECÍFIC PISCINA,9195.12,91.95,9287.07,6965.37,6965.37,6965.37,1291
14,Serveis Personals,920,6290000,SERVEIS PERSONALS. ALTRES INVERSIONS,0,0.01,0.01,0,0,0,1292
14,Serveis Personals,342F,1310000,ESPORTS LABORAL TEMPORAL CAMP DE FUTBOL,18215.76,212.61,18428.37,13424.29,13424.29,13424.29,1293
14,Serveis Personals,334B,2260900,CULTURA FESTA MAJOR,74000,0,74000,67549.36,49435.66,48058.03,1294
15,Museu del Ter,333,2270614,MT TREBALLS LLIBRE MUNICIPAL,0,681.69,681.69,0,0,0,1295
14,Serveis Personals,341,4890200,ESPORTS CONVENI CLUB CLÀSSIC RAL.LI BAGES,1000,0,1000,1000,500,500,1296
14,Serveis Personals,326Q,1210115,EDUCACIO ESPECIFIC PFI-PTT,0,1502.9,1502.9,1502.9,1502.9,1502.9,1297
14,Serveis Personals,342F,1500100,ESPORTS PRODUCTIVITAT CAMP DE FUTBOL,700,0,700,524.97,524.97,524.97,1298
14,Serveis Personals,342A,1300000,ESPORTS BASIQUES PISCINA,7678.58,-2383.94,5294.64,1101.19,1101.19,1101.19,1299
14,Serveis Personals,330A,2269900,CULTURA DESPESES DIVERSES CAN PUGET,400,0,400,400,400,400,1300
14,Serveis Personals,920,6320000,SERVEIS PERSONALS ADEQUACIÓ ESPAI,0,0.01,0.01,0,0,0,1301
14,Serveis Personals,334C,2260900,CULTURA DIADA NACIONAL,1000,0,1000,0,0,0,1302
14,Serveis Personals,326Q,1600000,EDUCACIÓ. SEG SOCIAL PFI-PTT,0,2900.18,2900.18,0,0,0,1303
14,Serveis Personals,341,4890300,ESPORTS CONVENI CLUB TENNIS MANLLEU,1500,0,1500,1500,750,750,1304
15,Museu del Ter,333,2279900,MT TREBALLS GESTORIA,0.01,0,0.01,0,0,0,1305
14,Serveis Personals,330A,2270000,CULTURA SERVEI NETEJA CAN PUGET,19863.23,0,19863.23,11586.89,11586.89,11586.89,1306
14,Serveis Personals,342F,1600000,ESPORTS SEGURETAT SOCIAL CAMP DE FUTBOL,6336.78,71.22,6408,4265.28,4265.28,4265.28,1307
14,Serveis Personals,924,1300000,PARTICIPACIÓ BÀSIQUES,12906.52,3400.75,16307.27,11771.68,11771.68,11771.68,1308
14,Serveis Personals,342A,1300100,ESPORTS HORES EXTRES PISCINA,0.01,0,0.01,0,0,0,1309
14,Serveis Personals,334D,2260900,CULTURA MOSTRA DE DANSA,870,0,870,870,870,870,1310
14,Serveis Personals,326Q,1600014,EDUCACIO SEGURETAT SOCIAL PTT,0,959.73,959.73,959.73,959.73,959.73,1311
14,Serveis Personals,341,4890400,ESPORTS CONVENI GRUP ESP. OCELLAIRE MANLLEU,800,0,800,750,375,375,1312
15,Museu del Ter,333,2302000,MT DIETES,1500,0,1500,1134.14,1134.14,1134.14,1313
14,Serveis Personals,330A,6250000,CULTURA MOBILIARI,0,0.01,0.01,0,0,0,1314
14,Serveis Personals,342F,2211000,ESPORTS PRODUCTES DE NETEJA CAMP DE FUTBOL,2800,0,2800,0,0,0,1315
14,Serveis Personals,342A,1300200,ESPORTS ALTRES REMUNERACIONS PISCINA,12447.22,-10060.63,2386.59,2386.59,2386.59,2386.59,1316
14,Serveis Personals,326Q,1600015,EDUCACIO SEG SOCIAL PFI-PTT,0,7199.83,7199.83,3296.27,3296.27,3296.27,1317
14,Serveis Personals,341,4890500,ESPORTS CONVENI CLUB AUTOMOBILISME,300,0,300,300,150,150,1318
15,Museu del Ter,333,2312000,MT VIATGES,2500,0,2500,1868.8,1868.8,1868.8,1319
14,Serveis Personals,334E,2260900,CULTURA FESTA SANT JORDI,2000,0,2000,2000,2000,2000,1320
14,Serveis Personals,330A,6320000,CULTURA ADEQUACIÓ D'ESPAIS,0,0.01,0.01,0,0,0,1321
14,Serveis Personals,924,1300200,PARTICIPACIÓ ALTRES REMUNERACIONS,15307.18,-2682.64,12624.54,9269.05,9269.05,9269.05,1322
14,Serveis Personals,326Q,2269900,EDUCACIÓ PROGRAMA PTT MANLLEU,25000,0,25000,19795.43,19795.43,19733.65,1323
14,Serveis Personals,342A,1310000,ESPORTS LABORAL TEMPORAL PISCINA,5506.72,19148.02,24654.74,18817.63,18817.63,18817.63,1324
15,Museu del Ter,333,6230000,MT MAQUINARIA,0,0.01,0.01,0,0,0,1325
14,Serveis Personals,342F,2270000,ESPORTS NETEJA CAMP DE FUTBOL,16860,0,16860,3970.78,3970.78,3970.78,1326
14,Serveis Personals,3321B,1200300,CULTURA BÀSIQUES C1 BIBLIOTEQUES,19769.68,197.7,19967.38,14626.45,14626.45,14626.45,1327
14,Serveis Personals,341,4890600,ESPORTS CONVENI CLUB OLÍMPIC MANLLEU,2000,500,2500,2500,1250,1250,1328
14,Serveis Personals,334F,2260900,JOVENT ALTRES DESPESES FESTA JOVE,8000,0,8000,0,0,0,1329
14,Serveis Personals,326QA,2269915,EDUCACIO PROGRAMA PFI-PTT,0,5395,5395,0,0,0,1330
14,Serveis Personals,342F,6230000,ESPORTS MAQUINARIA CAMP DE FUTBOL,0,0.01,0.01,0,0,0,1331
14,Serveis Personals,924,1500100,PARTICIPACIÓ PRODUCTIVITAT,700,0,700,524.97,524.97,524.97,1332
14,Serveis Personals,342A,1500000,ESPORTS PRODUCTIVITAT PISCINES,700,0,700,524.97,524.97,524.97,1333
14,Serveis Personals,3321B,1200600,CULTURA TRIENNIS BIBLIOTEQUES,3672.18,63.29,3735.47,2640.31,2640.31,2640.31,1334
14,Serveis Personals,341,4890800,ESPORTS CLUB CICLISTA MANLLEU,2500,0,2500,2000,1000,1000,1335
14,Serveis Personals,334FC,2260900,CULTURA FESTIVAL CURTMETRATGES,15000,0,15000,4043,4043,4043,1336
15,Museu del Ter,333,6250000,MT MOBILIARI,0,0.01,0.01,0,0,0,1337
14,Serveis Personals,326T,4890200,CULTURA CONVENI PRO ATENEU,4000,0,4000,4000,2000,2000,1338
14,Serveis Personals,342F,6250000,ESPORTS MOBILIARI CAMP DE FUTBOL,0,0.01,0.01,0,0,0,1339
14,Serveis Personals,342A,1500100,ESPORTS PRODUCTIVITAT PISCINA,908.6,465.57,1374.17,938.56,938.56,938.56,1340
14,Serveis Personals,924,1600000,PARTICIPACIÓ SEGURETAT SOCIAL,8981.59,101.9,9083.49,6138.73,6138.73,6138.73,1341
14,Serveis Personals,3321B,1210000,CULTURA COMPLEMENT DESTINACIÓ BIBLIOTEQUES,11682.86,751.86,12434.72,8822.79,8822.79,8822.79,1342
14,Serveis Personals,341,4890900,ESPORTS CONVENI AEC,4000,7967.8,11967.8,11967.8,5983.9,5983.9,1343
14,Serveis Personals,334FP,2260900,CULTURA. CURTMETRATGES,0,1890,1890,600,600,600,1344
14,Serveis Personals,342F,6290000,ESPORTS ALTRES INVERSIONS,0,0.01,0.01,0,0,0,1345
14,Serveis Personals,327,2150000,JOVENT CONSERVACIÓ MOBILIARI,0.01,0,0.01,0,0,0,1346
15,Museu del Ter,333,6290000,MT ALTRES INVERSIONS,0,0.01,0.01,0,0,0,1347
14,Serveis Personals,342A,1510000,ESPORTS GRATIFICACIONS PISCINA,0.01,0,0.01,0,0,0,1348
14,Serveis Personals,3321B,1210100,CULTURA COMPLEMENT ESPECÍFIC BIBLIOTEQUES,15027.12,150.27,15177.39,11598.75,11598.75,11598.75,1349
14,Serveis Personals,341,4891000,ESPORTS CONVENI CLUB PATÍ,27000,0,27000,27000,24000,24000,1350
14,Serveis Personals,924,2260600,PARTICIPACIÓ CONSELL PARTICIPACIÓ CIUTADANA,500,0,500,0,0,0,1351
14,Serveis Personals,327,2160000,JOVENT MANTENIMENT EQUIPS INFORMÀTICS,500,0,500,238.06,238.06,238.06,1352
14,Serveis Personals,342Q,2211000,ESPORTS PRODUCTES QUÍMICS PISCINA,8000,0,8000,5452.01,5452.01,4319.43,1353
14,Serveis Personals,334G,2260900,CULTURA. ACTIVITATS TEATRALS,1800,0,1800,0,0,0,1354
14,Serveis Personals,341,4891100,ESPORTS CONVENI GEM,3000,0,3000,3000,1500,1500,1355
14,Serveis Personals,3321B,1500000,CULTURA PRODUCTIVITAT BIBLIOTEQUES,1400,0,1400,979.98,979.98,979.98,1356
15,Museu del Ter,333A,2269900,MT DESPESES ACTIVITATS,9000,10400,19400,8263.85,8263.85,8263.85,1357
14,Serveis Personals,342A,1600000,ESPORTS SEGURETAT SOCIAL PISCINA,14133.99,312.75,14446.74,10463.8,10463.8,10463.8,1358
14,Serveis Personals,327,2200000,JOVENT MATERIAL OFICINA,100,0,100,0,0,0,1359
14,Serveis Personals,491M,1010000,MITJANS BÀSIQUES DIRECTIU,14677.32,146.77,14824.09,6848.11,6848.11,6848.11,1360
14,Serveis Personals,924,2269900,PARTICIPACIÓ DESPESES DIVERSES,440,0,440,428,428,428,1361
14,Serveis Personals,3321B,1510000,CULTURA GRATIFICACIONS BIBLIOTEQUES,0.01,0,0.01,0,0,0,1362
14,Serveis Personals,341,4891200,ESPORTS CONVENI CLUB ATLÈTIC VIC,1000,0,1000,0,0,0,1363
15,Museu del Ter,333B,2269900,MT BOTIGA,1000,0,1000,755.12,755.12,755.12,1364
14,Serveis Personals,342A,2210400,ESPORTS VESTUARI,900,0,900,196.63,196.63,196.63,1365
14,Serveis Personals,327,2211000,JOVENT PRODUCTES NETEJA,500,0,500,0,0,0,1366
14,Serveis Personals,491M,1010100,MITJANS ALTRES DIRECTIU,9322.68,93.23,9415.91,4092.88,4092.88,4092.88,1367
14,Serveis Personals,334G,2260913,CULTURA DESPESES ACTIVITATS CULTURALS,0,42.5,42.5,0,0,0,1368
14,Serveis Personals,924,4890100,PARTICIPACIÓ. CONVENI ASSOCIACIÓ SOCIOCULTURAL PIC,2650,0,2650,2650,1325,1325,1369
14,Serveis Personals,3321B,1600000,CULTURA SEGURETAT SOCIAL BIBLIOTEQUES,13361.68,265.14,13626.82,9144.64,9144.64,9144.64,1370
14,Serveis Personals,342A,2210600,ESPORTS PRODUCTES FARMACÈUTICS PISCINA,609,0,609,709.96,709.96,709.96,1371
14,Serveis Personals,341,4891400,ESPORTS CONVENI ASSOCIACIÓ MÓN SUBMERGIT,300,0,300,300,150,150,1372
15,Museu del Ter,333C,2269900,MT COL.LABORADORS,2500,0,2500,693.96,693.96,693.96,1373
14,Serveis Personals,327,2219900,JOVENT SUBMINISTRAMENTS DIVERSOS,0.01,0,0.01,0,0,0,1374
14,Serveis Personals,491M,1300000,MITJANS BÀSIQUES,7907.87,371.91,8279.78,5948.56,5948.56,5948.56,1375
14,Serveis Personals,924,4890200,PARTICIPACIÓ CONVENI VEÏNAT VISTA ALEGRE,300,0,300,300,150,150,1376
14,Serveis Personals,334GG,2260900,CULTURA. ACTIVITATS CULTURALS (db),0,14000,14000,3064.05,3064.05,2742.55,1377
14,Serveis Personals,341,4891500,ESPORTS CONVENI CLUB BÀSQUET MANLLEU,4000,0,4000,4000,2000,2000,1378
14,Serveis Personals,3321B,2211000,CULTURA PRODUCTES NETEJA BIBLIOTEQUES,500,0,500,173.78,173.78,173.78,1379
14,Serveis Personals,342A,2211000,ESPORTS PRODUCTES NETEJA PISCINA,870,0,870,559.67,559.67,559.67,1380
15,Museu del Ter,333D,2269900,MT DESPESES ACTIVITATS DIDACTIQUES,1500,0,1500,620.93,620.93,620.93,1381
14,Serveis Personals,327,2260200,JOVENT PUBLICITAT I PROPAGANDA,800,0,800,169.4,169.4,169.4,1382
14,Serveis Personals,341,4891600,ESPORTS. CONVENI VOLTA CICLISTA CATALUNYA,0.01,0,0.01,0,0,0,1383
14,Serveis Personals,924,4890300,PARTICIPACIÓ CONVENI COMUNITAT VEINS C.VILAMIROSA,6000,0,6000,6000,5520,5520,1384
14,Serveis Personals,334GG,2260915,CULTURA.ACTIVITATS CULTURALS (db),0,6028.02,6028.02,2156.04,2156.04,2156.04,1385
14,Serveis Personals,491M,1300100,MITJANS HORES EXTRES,0.01,0,0.01,0,0,0,1386
14,Serveis Personals,3321B,2260900,CULTURA PROM. LECTURA BIBLIOTEQUES,6700,0,6700,1358.52,1358.52,1358.52,1387
14,Serveis Personals,342A,2219900,ESPORTS SUBMINISTRAMENTS DIVERSOS PISCINA,300,0,300,5.45,5.45,5.45,1388
15,Museu del Ter,333I,2269900,MT INVENTARI I DOCUMENTACIÓ,0,2249,2249,0,0,0,1389
14,Serveis Personals,327,2260900,JOVENT PREMIS CONCURS MANGA,500,0,500,500,500,500,1390
14,Serveis Personals,341,4891700,ESPORTS CONVENI CLUB HÍPICA MANLLEU,500,-500,0,0,0,0,1391
14,Serveis Personals,334H,2260900,CULTURA. FESTIVALS ARTISTICS (db),0,2450,2450,0,0,0,1392
14,Serveis Personals,924,4890400,PARTICIPACIÓ SUBVENCIONS ASSOCIACIONS VEINS,1050,0,1050,0,0,0,1393
14,Serveis Personals,3321B,2260914,CULTURA PROM LECTURA B MORGADES,0,67.96,67.96,0,0,0,1394
14,Serveis Personals,491M,1300200,MITJANS ALTRES REMUNERACIONS,8089.15,-183.56,7905.59,5806.12,5806.12,5806.12,1395
15,Museu del Ter,333N,1200500,MT BASIQUES AP NETEJA,0,7755.38,7755.38,4985.64,4985.64,4985.64,1396
14,Serveis Personals,342A,2270000,ESPORTS SERVEI NETEJA PISCINA,50454.96,0,50454.96,29432.06,29432.06,29432.06,1397
14,Serveis Personals,327,2270000,JOVENT SERVEI NETEJA SIDRAL,5235.54,0,5235.54,0,0,0,1398
14,Serveis Personals,341,4891800,ESPORTS CONVENI HOOK SCHOOL CLUB BOXA MANLLEU,750,0,750,750,375,375,1399
14,Serveis Personals,334H,2260913,CULTURA FESTIVAL CURTMETRATGES,0,5665.22,5665.22,0,0,0,1400
14,Serveis Personals,924,4890500,PARTICIPACIÓ CONVENI VEINS DE GRÀCIA,6200,0,6200,6200,3100,3100,1401
14,Serveis Personals,3321B,2269900,CULTURA DESPESES DIVERSES BIBLIOTEQUES,1600,0,1600,950.54,950.54,950.54,1402
14,Serveis Personals,491M,1310000,MITJANS PERSONAL LABORAL TEMPORAL,0.01,0,0.01,0,0,0,1403
15,Museu del Ter,333N,1200600,MT TRIENNIS NETEJA,0,761.87,761.87,489.96,489.96,489.96,1404
14,Serveis Personals,342A,2270100,ESPORTS SERVEI VIGILÀNCIA PISCINA,2175,0,2175,2063.84,2063.84,331.42,1405
14,Serveis Personals,327,4890100,JOVENT SUBVENCIONS ENTITATS,0.01,0,0.01,0,0,0,1406
14,Serveis Personals,341,4891900,ESPORTS CONVENI ESQUÍ CLUB,500,0,500,500,250,0,1407
14,Serveis Personals,334H,2260914,CULTURA FESTIVAL CURTMETRATGES,0,649.11,649.11,0,0,0,1408
14,Serveis Personals,924,4890600,PARTICIPACIÓ. CONVENI VEINS DEL PUIG,1000,0,1000,1000,500,500,1409
14,Serveis Personals,491M,1500000,MITJANS PRODUCTIVITAT,560,-373.32,186.68,186.68,186.68,186.68,1410
14,Serveis Personals,3321B,2270000,CULTURA SERVEI NETEJA B. MORGADES,0.01,0,0.01,0,0,0,1411
14,Serveis Personals,342A,2279900,ESPORTS. ANALITIQUES,2230,584.59,2814.59,1876.48,1641.92,1407.36,1412
15,Museu del Ter,333N,1210000,MT COMPLEMENT DESTINACIO NETEJA,0,3994.98,3994.98,2568.24,2568.24,2568.24,1413
14,Serveis Personals,327,4890200,JOVENT CONVENI CASAL BOIRA BAIXA,1700,0,1700,0,0,0,1414
14,Serveis Personals,341,4892000,ESPORTS CONVENI PENYA BARCELONISTA MANLLEU,300,0,300,300,150,150,1415
14,Serveis Personals,924,4890700,PARTICIPACIÓ.CONVENI VEÏNS I VEÏNES DSLT VIULA,1000,0,1000,0,0,0,1416
14,Serveis Personals,334H,2260915,CULTURA.FESTIVAL CURTMETRATGES (db),0,525,525,0,0,0,1417
14,Serveis Personals,3321D,2269900,CULTURA ACTIVITATS DIFUSIÓ BIBLIOTEQUES,3000,0,3000,1076.25,1076.25,1076.25,1418
14,Serveis Personals,491M,1500100,MITJANS PRODUCTIVITAT,0,373.33,373.33,233.35,233.35,233.35,1419
14,Serveis Personals,342A,6230000,ESPORTS MAQUINARIA PISCINA,0,0.01,0.01,0,0,0,1420
15,Museu del Ter,333N,1210100,MT COMPLEMENT ESPECIFIC NETEJA,0,6293.2,6293.2,4195.52,4195.52,4195.52,1421
14,Serveis Personals,327,4890400,JOVENT CONVENI AGRUPAMENT ESCOLTA I ARRELS,1700,0,1700,1700,850,850,1422
14,Serveis Personals,341,4892100,ESPORTS CONVENI SOCIETAT DE CAÇADORS,300,0,300,300,150,150,1423
14,Serveis Personals,924,4890800,PARTICIPACIÓ. CONVENI VEINS ERM,2000,0,2000,2000,1000,1000,1424
14,Serveis Personals,334K,2260900,CULTURA. CINEMA A LA FRESCA,0,1565,1565,0,0,0,1425
14,Serveis Personals,3321F,2270000,CULTURA SERVEI NETEJA B BLANCAFORT,0.01,0,0.01,0,0,0,1426
14,Serveis Personals,491M,1600000,MITJANS SEGURETAT SOCIAL,12377.6,389.03,12766.63,6323.02,6323.02,6323.02,1427
15,Museu del Ter,333N,1500000,MT PRODUCTIVITAT NETEJA,0,700.01,700.01,466.64,466.64,466.64,1428
14,Serveis Personals,342A,6250000,ESPORTS MOBILIARI PISCINA,0,0.01,0.01,0,0,0,1429
14,Serveis Personals,327,4890500,JOVENT CONVENI ASSOCIACIÓ VEINS ERM (ESPLAI),600,0,600,600,300,300,1430
14,Serveis Personals,341,4892300,ESPORTS SOCIETAT PESCADORS,650,0,650,650,325,325,1431
14,Serveis Personals,924,4890900,PARTICIPACIÓ. CONVENI VEINS LA COROMINA,500,0,500,0,0,0,1432
14,Serveis Personals,334PC,2260900,CULTURA DESPESES PREMI AJUNTAMENT DE MANLLEU,500,0,500,0,0,0,1433
14,Serveis Personals,3321L,2269900,CULTURA DESPESES LOCAL BBVA,55000,0,55000,19622.81,19622.81,19622.81,1434
14,Serveis Personals,491M,2060000,MITJANS LLOGUER FOTOCOPIADORA,996.24,0,996.24,0,0,0,1435
14,Serveis Personals,327,4899900,JOVENT CONVENI GESTIÓ CAN PATALARGA,2500,-2500,0,0,0,0,1436
15,Museu del Ter,333N,1510000,MT GRATIFICACIONS NETEJA,0,507.31,507.31,507.3,507.3,507.3,1437
14,Serveis Personals,342AA,2219900,ESPORTS MATERIAL ESPORTIU PISCINA,810,0,810,810,810,810,1438
14,Serveis Personals,341,4892400,ESPORTS. CONVENI UNIÓ ESPORTIVA FUTBOL SALA,4000,0,4000,4000,2000,2000,1439
14,Serveis Personals,334PF,2260900,CULTURA PREMI NARRATIVA CIUTAT DE MANLLEU,1000,0,1000,178,178,178,1440
14,Serveis Personals,3321N,1200500,CULTURA BASIQUES AP NETEJA BIBLIOTECA,7678.58,-6022.65,1655.93,1655.93,1655.93,1655.93,1441
14,Serveis Personals,924,4891000,PARTICIPACIÓ. CONVENI VEINS BAIX VILA,500,0,500,0,0,0,1442
14,Serveis Personals,491M,2130000,MITJANS MANTENIMENT MAQUINÀRIA,6000,0,6000,2542.82,2542.82,2542.82,1443
14,Serveis Personals,327,6250000,JOVENT MOBILIARI SIDRAL,0,0.01,0.01,0,0,0,1444
14,Serveis Personals,342AD,2270000,ESPORTS TREBALLS DESINFECCIÓ PISCINA,6500,-584.59,5915.41,4033.96,4033.96,4033.96,1445
15,Museu del Ter,333N,1600000,MT SEGURETAT SOCIAL NETEJA,0,5422.51,5422.51,3660.64,3660.64,3660.64,1446
14,Serveis Personals,341,4899100,ESPORTS TRANSF. CONVENI LA SALLE,21000,0,21000,12000,12000,8400,1447
14,Serveis Personals,3321N,1200600,CULTURA TRIENIS NETEJA BIBLIOTEQUES,610.62,-322.82,287.8,287.8,287.8,287.8,1448
14,Serveis Personals,924B,2269900,PARTICIPACIÓ ACTIVITATS CIUTADANIA,600,0,600,600,600,600,1449
14,Serveis Personals,334S,2260900,CULTURA FESTA SERPENT,19000,0,19000,19000,19000,19000,1450
14,Serveis Personals,491M,2150000,MITJANS MANTENIMENT INFORMÀTIC,500,0,500,8.13,8.13,8.13,1451
15,Museu del Ter,333T,1310000,MT AMPLIACIÓ JORNADA 25% CERM I DIRECTOR,45000,-45000,0,0,0,0,1452
14,Serveis Personals,342B,1200500,ESPORTS BÀSIQUES AP PAVELLÓ,7678.58,76.79,7755.37,5539.6,5539.6,5539.6,1453
14,Serveis Personals,327,6290000,JOVENT ALTRES INVERSIONS,0,0.01,0.01,0,0,0,1454
14,Serveis Personals,341,4899900,"ESPORTS, BEQUES PREVENTIVES (db)",0,6000,6000,0,0,0,1455
14,Serveis Personals,334S,4890000,CULTURA CONVENI AGRUPACIÓ SARDANISTA MANLLEU,10120,0,10120,10120,5060,5060,1456
14,Serveis Personals,3321N,1210000,CULTURA COMPL DESTI NETEJA BIBLIOTEQUES,3955.42,-3290.63,664.79,664.79,664.79,664.79,1457
14,Serveis Personals,491M,2160000,MITJANS MANTENIMENT FOTOCOPIADORA,1000,0,1000,0,0,0,1458
14,Serveis Personals,334S,4890100,CULTURA CONVENI ASS TEATRE CENTRE,17000,0,17000,17000,8500,8500,1459
14,Serveis Personals,924P,2269914,PARTICIPACIÓ ACTIVITATS (db),0,2380.25,2380.25,593.3,593.3,526.35,1460
14,Serveis Personals,327A,2260900,JOVENT ACTIVITATS,9000,0,9000,5147.07,5147.07,5147.07,1461
14,Serveis Personals,341,6250013,MATERIAL ESPORTIU,0,1719.5,1719.5,1075.54,1075.54,1075.54,1462
14,Serveis Personals,3321N,1210100,CULTURA. COMPL ESPECIFIC NETEJA BIBLIOTEQUES,6230.88,-4938.43,1292.45,1292.45,1292.45,1292.45,1463
14,Serveis Personals,342B,1200600,ESPORTS TRIENNIS PAVELLÓ,1443.53,80.2,1523.73,1088.8,1088.8,1088.8,1464
15,Museu del Ter,333T,2269900,MTDESPESES DE CONSERVACIÓ,1521,0,1521,824.53,824.53,824.53,1465
14,Serveis Personals,3321N,1500000,CULTURA. PRODUCTIVITAT NETEJA BIBLIOTEQUES,700,-641.67,58.33,58.33,58.33,58.33,1466
14,Serveis Personals,491M,2160200,MITJANS MANTENIMENT WEB,2500,0,2500,866.5,866.5,866.5,1467
14,Serveis Personals,334S,4890200,CULTURA CONVENI FUNDACIÓ TEATRE CENTRE,0.01,0,0.01,0,0,0,1468
14,Serveis Personals,341A,1300000,ESPORTS BÀSIQUES PISCINA,41892.9,6145.15,48038.05,33384.28,33384.28,33384.28,1469
14,Serveis Personals,924T,2269900,PARTICIPACIÓ TEMPS PER TEMPS,6000,0,6000,5351.31,5351.31,5351.31,1470
14,Serveis Personals,342B,1210000,ESPORTS COMPLEMENT DESTINACIÓ PAVELLÓ,3326.68,33.27,3359.95,2400,2400,2400,1471
15,Museu del Ter,425,2250014,IMPOST PRODUCCIO ENERGIA ELECTRICA,0,1399.11,1399.11,0,0,0,1472
14,Serveis Personals,3321N,1510000,CULTURA. GRATIFICACIONS NETEJA BIBLIOTEQUES,0.01,33.82,33.83,33.82,33.82,33.82,1473
14,Serveis Personals,491M,2200000,MITJANS MATERIAL OFICINA,500,0,500,0,0,0,1474
14,Serveis Personals,334SA,2260900,CULTURA ALTRES FESTA SERPENT,12500,0,12500,12500,12500,12500,1475
