NOMBRE,UBICACION,OBJETO,TITULO,AUTOR,TEMA,MATERIALES,MEDIDAS
"CANDIL DE ACEITE","MPA","CANDIL DE ACEITE","","","EQUIPAMIENTO DOMÉSTICO/ILUMINACIÓN","HOJALATA","12X8 CM."
"AZUELA","MPA","AZUELA","","","H Y O/CARPINTERÍA","MADERA, HIERRO FORJADO","23X28X4 CM."
"ROMANA","MPA","ROMANA","","","PESOS Y MEDIDAS","HIERRO","18X14 CM."
"SACADOR DE HIERBA","MPA","SACADOR DE HIERBA","","","H Y E/AGRICULTURA","HIERRO FORJADO","21,5X4X2 CM."
"ESCOPLO","MPA","ESCOPLO","","","H Y E/OFICIOS/CARPINTERÍA","MADERA Y HIERRO","33,5X5 CM."
"CUCHILLO DE COCINA","MPA","CUCHILLO DE COCINA","","","EQUIPAMIENTO DOMÉSTICO/COCINA","ASTA Y HIERRO FORJADO","28X2X2 CM."
"TALADRO","MPA","TALADRO","","","H Y E/OFICIOS/CARPINTERÍA","ASTA Y HIERRO FORJADO","22X13,5X3,5 CM."
"LLEGRA","MPA","LLEGRA","","","H Y E/OFICIOS/CARPINTERÍA","ASTA Y HIERRO FORJADO","46X10X2 CM."
"ESMELGADORA","MPA","ESMELGADORA","","","H Y E/OFICIOS/APICULTOR","HIERRO Y MADERA","27X4,5 CM."
"MARTILLO","MPA","MARTILLO","","","H Y E/OFICIOS/CARPINTERÍA","HIERRO FORJADO Y MADERA","33X15X3 CM."
"YUNQUE Y MARTILLO DE CABRUÑAR LA GUADAÑA","MPA","YUNQUE Y MARTILLO DE CABRUÑAR LA GUADAÑA","","","H Y E/AGRICULTURA","MADERA Y HIERRO FORJADO","MARTILLO: 20,5X12X3,5  YUNQUE: 46X6X7 CM."
"MAROMA, CHURÍA/LLURIA","MPA","MAROMA, CHURÍA/LLURIA","","","","CERDAS",""
"JARRA","MPA","JARRA","","ALFAR DE CAYETANO RODRÍGUEZ, PALENCIA","EQUIPAMIENTO DOMÉSTICO","BARRO VIDRIADO","26X18X12 CM."
"AZADA","MPA","AZADA","","","H Y E/ AGRICULTURA","MADERA, HIERRO FORJADO","72X6X15 CM."
"AZADA","MPA","AZADA","","","H Y E/ AGRICULTURA","MADERA, HIERRO FORJADO","70X11X25 CM."
"AZADA","MPA","AZADA","","","H Y E/AGRICULTURA","HIERRO FORJADO, MADERA","97X9X15 CM."
"CAPADORA","MPA","CAPADORA","","","","MADERA","114X32"
"MULETAS","MPA","MULETAS","","","USO PERSONAL","MADERA, TERCIOPELO, PAJA, GOMA","97X7X20 CM."
"Sin título (acordeonista y mujer)","Museo Jovellanos","Dibujo ","Sin título (acordeonista y mujer)","Antonio Suárez","","Lápiz sobre papel","27,5 x 21,6 cm."
"Joaquín pintando a Geli","Museo Jovellanos","Dibujo ","Joaquín pintando a Geli","Antonio Suárez","","Tinta sobre papel","15,6 x 21,9 cm."
"Retrato del padre","Museo Jovellanos","Dibujo","Retrato del padre","Antonio Suárez","","Tinta sobre papel","32,9 x 25,3 cm."
"CASAS, GIJÓN","MUSEO JOVELLANOS","DIBUJO","CASAS, GIJÓN","ANTONIO SUÁREZ","","TINTA SOBRE PAPEL","24,2 X 32,7 CM."
"Lote de documentos","Fondo documental","Lote de documentos","Lote de documentos","","cartillas de racionamiento, guerra","Papel","Varias"
"SAN ANTONIO DE LA FLORIDA, MADRID","MUSEO JOVELLANOS","DIBUJO","SAN ANTONIO DE LA FLORIDA, MADRID","ANTONIO SUÁREZ","","LAPIZ Y ACUARELA SOBRE PAPEL","21,5 X 27,8 CM."
"PAISAJE URBANO, MADRID","MUSEO JOVELLANOS","DIBUJO","PAISAJE URBANO, MADRID","ANTONIO SUÁREZ","","ACUARELA Y LÁPIZ SOBRE PAPEL","27,5 X 21,5 CM."
"Lote de discos","Fonoteca","Lote de discos","Lote de discos","","Música tradicional asturiana","Vinilo","Varias"
"EN EL MUELLE, GIJON","MUSEO JOVELLANOS","DIBUJO","EN EL MUELLE, GIJON","ANTONIO SUÁREZ","","ACUARELA, LAPIZ Y GOUACHE SOBRE PAPEL","15,5 X 21,9 CM."
"Folletos y programas de fiestas","Fondo Documental","Lote de documentos","Folletos y programas de fiestas","","Fiestas","Papel","Varias"
"SIN TÍTULO","MUSEO JOVELLANOS","DIBUJO","SIN TÍTULO","ANTONIO SUÁREZ","","TINTA Y ÓLEO SOBRE PAPEL","25,2  X 29,5 CM."
"La casa del pimentón","Fondo museográfico","Anuncio de pimentón y cortador de chocolate","La casa del pimentón","Barrio","Industria doméstica.Matanza; Chocolate","Madera, hierro y papel","Varias"
"CASETAS EN LA PLAYA DE GIJÓN","MUSEO JOVELLANOS","DIBUJO","CASETAS EN LA PLAYA DE GIJÓN","ANTONIO SUÁREZ","","LAPIZ COLOR ACUARELABLE SOBRE PAPEL","15,5 X 21,6 CM."
"Curso de Agricultura elemental","Fondo documental","Libro","Curso de Agricultura elemental","Dionisio Martín Ayuso","Agricultura","Papel",""
"CASETAS EN LA PLAYA DE GIJÓN","MUSEO JOVELLANOS","DIBUJO","CASETAS EN LA PLAYA DE GIJÓN","ANTONIO SUÁREZ","","LÁPIZ COLOR ACUARELABLE SOBRE PAPEL","15,6 X 21,6 CM."
"CASETAS EN LA PLAYA, GIJÓN","MUSEO JOVELLANOS","DIBUJO ","CASETAS EN LA PLAYA, GIJÓN","ANTONIO SUÁREZ","","LÁPIZ COLOR ACUARELABLE SOBRE PAPEL","15,5 X 21,6 CM."
"PAISAJE RURAL, GIJÓN","MUSEO JOVELLANOS","DIBUJO ","PAISAJE RURAL, GIJÓN","ANTONIO SUÁREZ","","LAPIZ COLOR ACUARELABLE SOBRE PAPEL","15,6 X 21,6 CM."
"PAISAJE URBANO, GIJÓN","MUSEO JOVELLANOS","DIBUJO ","PAISAJE URBANO, GIJÓN","ANTONIO SUÁREZ","","LÁPIZ ACUARELABLE Y AGUADA SOBRE PAPEL","21,3 X 28,8 CM."
"Asturiana","Fonoteca","Disco","Asturiana","Salvador González","Música tradicional","Vinilo",""
"Cartel publicitario","Fondo documental","Cartel publicitario","","Litografía Luba, Gijón","Cera","Papel","35x21 cm."
"Dos impresos comerciales","Fondo documental","Dos impresos comerciales","","","Industria","Papel","17,5x21 cm."
"El Bosquexu, Intriago (Cangas de Onis)","Fondo documental","Bolsa de papel publicitaria","El Bosquexu, Intriago (Cangas de Onis)","","","Papel","22x11,2 cm."
"El solar norteño","Fondo documental","Revista","El solar norteño","","","Papel","24,7x17,3 cm."
"Centro mercantil de Oviedo y Casino de Oviedo","Fondo documental","Dos carnets de baile","Centro mercantil de Oviedo y Casino de Oviedo","","Fiestas","Papel",""
"Federación bolística gijonesa","Fondo documental","Carta","Federación bolística gijonesa","","Deportes","Papel","28x22 cm."
"La Cibeles y Las aventuras de Pinín","Fondo documental","Tres álbumes","La Cibeles y Las aventuras de Pinín","","Chocolate","Papel y cartón","varias"
"RETRATO DE ANTONIO SAMPIL","MUSEO JOVELLANOS","PINTURA-CUADRO ","RETRATO DE ANTONIO SAMPIL","ANONIMO","","OLEO SOBRE LIENZO","123 X 91,5CM."
"Virgen de Covadonga","Fondo documental","Lámina litográfica","Virgen de Covadonga","","Religión","Papel","85,3x61,8 cm."
"Demonio","Museo del Pueblo de Asturias","CARETA","Demonio","","Objetos de ocio","Cartulina satinada","22,5 X 18,5"
"Marciano","Museo del Pueblo de Asturias","CARETA","Marciano","","Objetos de ocio","Cartulina satinada","23,5 X 18"
"Hombre andaluz","Museo del Pueblo de Asturias","CARETA","Hombre andaluz","","Objetos de ocio","Cartulina satinada","21 X 20"
"Frankenstein","Museo del Pueblo de Asturias","CARETA","Frankenstein","","Objetos de ocio","Cartulina satinada","26 X 18,5"
"Frankenstein","Museo del Pueblo de Asturias","CARETA","Frankenstein","","Objetos de ocio","Cartulina satinada","24 X 20"
"Hombre Lobo","Museo del Pueblo de Asturias","CARETA","Hombre Lobo","","Objetos de ocio","Cartulina satinada","25 X 19,5"
"Demonio","Museo del Pueblo de Asturias","CARETA","Demonio","","Objetos de ocio","Cartulina satinada","24 X 19"
"Mono","Museo del Pueblo de Asturias","CARETA","Mono","","Objetos de ocio","Cartulina satinada","27 X 23"
"Gárgola","Museo del Pueblo de Asturias","CARETA","Gárgola","","Objetos de ocio","Cartulina satinada","26,5 X 20"
"Hombre","Museo del Pueblo de Asturias","CARETA","Hombre","","Objetos de ocio","Cartulina satinada","24,5 X 18"
"CHAMORRILLO","Museo del Pueblo de Asturias","CHAMORRILLO","","Alfar de Jiménez de Jamuz (León)","Objeto doméstico - Matanza","Barro. esmalte","29 X 39 (capacidad 4 L.)"
"Virgen Dolorosa","Museo del Pueblo de Asturias","CUADRO RELIGIOSO","Virgen Dolorosa","","Objeto de Arte / Objeto religioso","Madera, cristal","32 X 28,5 X 1,5"
"San Cristobal","Museo del Pueblo de Asturias","CUADRO RELIGIOSO","San Cristobal","","Objeto de Arte / Objeto religioso","Madera, cristal","32 X 29 X 2"
"TROMPA","Museo del Pueblo de Asturias","TROMPA","","","Instrumentos musicales","Hierro","9 X 5,5 X 3,5"
"FUELLE","Museo del Pueblo de Asturias","FUELLE","","","Objeto doméstico - Trnasporte","Piel de cabrito","68 X 40"
"JARRINA / XARRINA","Museo del Pueblo de Asturias","JARRINA / XARRINA","","Alfar de Llamas del Mouro (Cangas del Narcea)","Objeto doméstico -","Barro cocido","68 X 40"
"BESUGUERA","Museo del Pueblo de Asturias","BESUGUERA","","AK & Sons (Fabricación inglesa)","Objeto doméstico - Cocina","Hierro, porcelana","6 X 37,5 X 19,5"
"CENICERO","Museo del Pueblo de Asturias","CENICERO","","","Uso comercial / uso personal","Cristal","2,5 X 11,3 X 6,5"
"CIGÜA / FIGA","Museo del Pueblo de Asturias","CIGÜA / FIGA","","","Amuletos / Uso personal - Complementos","Azabache, oro","4 X 1,5 X 1"
"BACIN / ORINAL","Museo del Pueblo de Asturias","BACIN / ORINAL","","Laviada,S.A. (Gijón)","Objeto doméstico","Hierro, porcelana","11 X 22 X 18"
"CAZO","Museo del Pueblo de Asturias","CAZO","","","Objeto doméstico - Cocina","Hierro, porcelana","40 X 11,5 X 6"
"CAZO","Museo del Pueblo de Asturias","CAZO","","","Objeto doméstico - Cocina","Hierro, porcelana","40 X 11,5 X 6"
"CAZO","Museo del Pueblo de Asturias","CAZO","","","Objeto doméstico - Cocina","Hierro,","31 X 7 X 4"
"TAZON","Museo del Pueblo de Asturias","TAZON","","San Claudio (Oviedo)","Objeto doméstico - Cocina","Loza","8,5 X 12,5"
"TAZON","Museo del Pueblo de Asturias","TAZON","","San Claudio (Oviedo)","Objeto doméstico - Cocina","Loza","8,2 X 12"
"TAZON","Museo del Pueblo de Asturias","TAZON","","San Claudio (Oviedo)","Objeto doméstico - Cocina","Loza","8  X 12"
"TAZON","Museo del Pueblo de Asturias","TAZON","","San Claudio (Oviedo)","Objeto doméstico - Cocina","Loza","8  X 12,2"
"TAZON","Museo del Pueblo de Asturias","TAZON","","San Claudio (Oviedo)","Objeto doméstico - Cocina","Loza","7,5  X 11,7"
"MULETAS","MPA","MULETAS","","","USO PERSONAL","MADERA, CUERO, PAJA","118X5X20 CM."
"PICAPORTE","MPA","PICAPORTE","","","ESTRUCTURAS DE EDIFICIOS Y SUS PARTES","HIERRO FORJADO","25X11 CM."
"BISAGRA","MPA","BISAGRA","","","ESTRUCTURA DE EDIFICIOS Y SUS PARTES","HIERRO FORJADO","30X6 CM."
"PURGADOIRO/COLADERU/ENTREMISO","MPA","PURGADOIRO/COLADERU/ENTREMISO","","","EQUIPAMIENTO DOMÉSTICO/LIMPIEZA Y MANTENIMIENTO","PIEDRA ARENISCA","7X90X110 CM."
"BUGADOIRO/COLADERU/ENTREMISO","MPA","BUGADOIRO/COLADERU/ENTREMISO","","","EQUIPAMIENTO DOMÉSTICO/LIMPIEZA Y MANTENIMIENTO","PIEDRA ARENISCA","5X89X100 CM."
"BANASTRAS","MPA","BANASTRAS","","","TRANSPORTE/CABALLERÍA/CESTERÍA","TIRAS DE MADERA DE CASTAÑO","52X102X49 CM."
"CESTA PLANA CON PATÍN","MPA","CESTA PLANA CON PATÍN","","","TRANSPORTE/APEROS DE TIRO/CESTERÍA","MADERA, MIMBRE, TIRAS DE AVELLANO SIN PELAR","30X95X55 CM."
"CARRETILLA","MPA","CARRETILLA","","","TRANSPORTE/HUMANO","MADERA","64X50X185 CM."
"MESORIAS","MPA","MESORIAS","","","H Y E/AGRICULTURA","MADERA, TELA","47X2 CM."
"MESORIAS","MPA","MESORIAS","","","H Y E/AGRICULTURA","MADERA Y CUERDA","54X1,5 CM."
"MESORIAS","MPA","MESORIAS","","","H Y E/AGRICULTURA","MADERA Y CUERDA","47,5X2 CM."
"MESORIAS","MPA","MESORIAS","","","H Y E/AGRICULTURA","MADERA, CUERDA","47,5X2 CM."
"MESORIAS","MPA","MESORIAS","","","H Y E/AGRICULTURA","MADERA Y CUERDA","57X2 CM."
"ESPADIELLA","MPA","ESPADIELLA","","","H Y E/OFICIOS/INDUSTRIA TEXTIL/LINO","MADERA","45X8X2 CM."
"FUSO","MPA","FUSO","","","H Y E/OFICIOS/INDUSTRIA TEXTIL/LINO","MADERA","19X5 CM."
"FUSO","MPA","FUSO","","","H Y E/OFICIOS/INDUSTRIA TEXTIL/LINO","MADERA","37,5X5 CM."
"FUSO","MPA","FUSO","","","H Y E/OFICIOS/INDUSTRIA TEXTIL/LINO","MADERA","25X3 CM."
"PARAFUSA","MPA","PARAFUSA","","","H Y E/ OFICIOS/INDUSTRIA TEXTIL","MADERA Y HIERRO","36X6 CM."
"QUESERA","MPA","QUESERA","","ALFAR DE LLAMAS DEL MOURO, CANGAS DE NARCEA","EQUIPAMIENTO DOMÉSTICO/INDUSTRIA DOMÉSTICA/QUESO","CERÁMICA NEGRA","20X22X16 CM."
"PALA DE ULTRAMARINOS","MPA","PALA DE ULTRAMARINOS","","FÁBRICA DE PORCELANA LAVIADA S. A., GIJÓN","EQUIPAMIENTO DOMÉSTICO","HIERRO Y PORCELANA","32X12X7 CM."
"FUENTE CUADRILONGA","MPA","FUENTE CUADRILONGA","","FÁBRICA DE LOZA MARIANO POLA Y CÍA, GIJÓN","EQUIPAMIENTO DOMÉSTICO/SERVICIO DE MESA","LOZA","8X41X32,5 CM."
"CUCHARÓN","MPA","CUCHARÓN","","","EQUIPAMIENTO DOMÉSTICO/PAN","MADERA","50X7X4 CM."
"CUCHARÓN","MPA","CUCHARÓN","","","EQUIPAMIENTO DOMÉSTICO/PAN","MADERA","57X8X3 CM."
"CUCHARÓN","MPA","CUCHARÓN","","","EQUIPAMIENTO DOMÉSTICO/PAN","MADERA","73X11X3 CM."
"MAYO","MPA","MAYO","","","INDUSTRIAS DOMÉSTICAS/SIDRA","MADERA","91X27 CM."
"MAYO","MPA","MAYO","","","INDUSTRIAS DOMÉSTICAS/SIDRA","MADERA","106X13 CM."
"CRUZ DE CEMENTERIO","MPA","CRUZ DE CEMENTERIO","","","RELIGIOSIDAD/OBJETOS FUNERARIOS","HIERRO FUNDIDO","103X51X1,5 CM."
"CRUZ DE CEMENTERIO","MPA","CRUZ DE CEMENTERIO","","","RELIGIOSIDAD/OBJETOS FUNERARIOS","HIERRO FUNDIDO","110X53X1,5 CM."
"Mesita de noche","Fondo museográfico","Mesita de noche","","","Mobiliario","Madera",""
"MURO DEL OLVIDO","MUSEO JOVELLANOS","ESCULTURA EXENTA","MURO DEL OLVIDO","CONCHA JEREZ TIANA","","TECNICA MIXTA, HIERRO Y CRISTAL","400 X 200 X 40 CM."
"Vano","Fondo museográfico","Vano","","","Agricultura","Madera y piel de vacuno","11,5x49x50 cm."
"Arca para herramientas de carpintería","Fondo museográfico","Arca para herramientas de carpintería","","","Carpintería/mobiliario","Madera de castaño","41,5x75x36 cm."
"SATURACIÓN DE SIRONISOS","MUSEO JOVELLANOS","PINTURA-CUADRO  ","SATURACIÓN DE SIRONISOS","AURELIO SUÁREZ","","OLEO SOBRE LIENZO","38 X 46 CM."
"Cerradura de portón con llave","Fondo museográfico","Cerradura de portón con llave","","","","Hierro forjado","18x23x17 cm."
"Lote de piezas","Fondo museográfico","Lote de piezas","","","Indumentaria/medicina","varios","varias"
"UNO CADA UNA","MUSEO JOVELLANOS","PINTURA-CUADRO ","UNO CADA UNA","AURELIO SUÁREZ","","OLEO SOBRE LIENZO","38 X 46 CM."
"Luz del Alma","Fondo documental","Libro religioso","Luz del Alma","Antonio Sánchez Otero / Tipografía Vicente Brid, Oviedo","Religión","Papel","15,5x9,5 cm."
"La lastrina","Fondo museográfico","Lata de conservas","La lastrina","Barrenechea, Goiri y Cía., Bilbao","Industria conservera","Hojalata litografiada","16x22 cm."
"Diamante, de Vereterra y Cangas, Gijón","Fondo museográfico","Lata de galletas","Diamante, de Vereterra y Cangas, Gijón","Artes Gráficas, Gijón","Alimentación. Dulces","Hojalata y papel","25x22x23,5 cm."
"HEMBRA SOLAR","MUSEO JOVELLANOS","ESCULTURA ","HEMBRA SOLAR","CARLOS CORONAS","","MADERA LAMINADA HAYA, NEÓN,CABLES","228 C. DIÁMETRO"
"VIGILANCIA PERPETUA","MUSEO JOVELLANOS","PINTURA-CUADRO ","VIGILANCIA PERPETUA","AURELIO SUÁREZ","","OLEO SOBRE LIENZO",""
"Zarracina","Fondo museográfico","Bote de dulce de manzana","Zarracina","","Frutas y vegetales","Vidrio","10x6,5 cm."
"Luis González, 1937","Fondo museográfico","Plato de rancho","Luis González, 1937","","Guerra","Hierro fundido y porcelana","4x21 cm."
"Casa Rato, Gijón","Fondo museográfico","Plato expositor de confitería","Casa Rato, Gijón","","Repostería","Loza","3x31 cm."
"La Mallorquina","Fondo museográfico","Plato expositor confitería","La Mallorquina","","Repostería","Loza","3,5x38 cm."
"Club Astur de Regatas","Fondo documental","Recibo","Club Astur de Regatas","","Deportes/Asociaciones","Papel",""
"Real Club Astur de Regatas","Fondo documental","Recibo","Real Club Astur de Regatas","","Deportes/Asociaciones","Papel",""
"Talón","Fondo documental","Talón","","","Álbumes","Papel",""
"Luis Vereterra, Oviedo","Fondo documental","Tarjeta publicitaria","Luis Vereterra, Oviedo","","Sidra/Publicidad","Papel",""
"Guarnicionería Angel Fernández, Gijón","Fondo documental","Impreso comercial","Guarnicionería Angel Fernández, Gijón","","Guarnicionerías","Papel",""
"Orfeón gijonés","Fondo documental","Carnet","Orfeón gijonés","","Música","Papel",""
"Victoriano de Echaniz, Gijón","Fondo documental","Impreso comercial","Victoriano de Echaniz, Gijón","","","Papel",""
"Sidra Pelayo de Arias, Nachón y Cía, Infiesto","Fondo documental","Tarjeta publicitaria","Sidra Pelayo de Arias, Nachón y Cía, Infiesto","","Sidra","Papel",""
"Sidra Infanzón","Fondo documental","Lámina de etiquetas","Sidra Infanzón","","Sidra","Papel",""
"Cooperativa local de zapateros de Noreña","Fondo documental","Estatutos","Cooperativa local de zapateros de Noreña","","Calzados","Papel",""
"Impresos comerciales","Fondo documental","Impresos comerciales","","","","Papel",""
"TAZON","Museo del Pueblo de Asturias","TAZON","","San Claudio (Oviedo)","Objeto doméstico - Cocina","Loza","5,5 X 9"
"TAZON","Museo del Pueblo de Asturias","TAZON","","San Claudio (Oviedo)","Objeto doméstico - Cocina","Loza","5,5 X 9"
"TAZON","Museo del Pueblo de Asturias","TAZON","","San Claudio (Oviedo)","Objeto doméstico - Cocina","Loza","5,6 X 9,5"
"PLATO PEQUEÑO","Museo del Pueblo de Asturias","PLATO PEQUEÑO","","San Claudio (Oviedo)","Objeto doméstico - Cocina","Loza","1,5 X 13,5"
"PLATO PEQUEÑO","Museo del Pueblo de Asturias","PLATO PEQUEÑO","","San Claudio (Oviedo)","Objeto doméstico - Cocina","Loza","2 X 13"
"TINTERO","Museo del Pueblo de Asturias","TINTERO","","La Industria (Gijón) ?","Objeto de oficina","Vidrio","6 X 4"
"TINTERO","Museo del Pueblo de Asturias","TINTERO","","","Objeto de oficina","Vidrio","6 X 4"
"JARRA","Museo del Pueblo de Asturias","JARRA","","La Industria (Gijón)","Objeto doméstico - Agua","Vidrio","18 X 16 X 10"
"BOTELLA DE REFRESCO","Museo del Pueblo de Asturias","BOTELLA DE REFRESCO","","Gijón Fabril (Gijón)","Objeto Industrial - Bebidas","Vidrio","24,5 X 5,5"
"AZULEJO DE CENSO","Museo del Pueblo de Asturias","AZULEJO DE CENSO","","","","Barro, esmalte","20,5 X 20,5 X 1,5"
"TORTERA","Museo del Pueblo de Asturias","TORTERA","","","Objeto doméstico - Cocina","Hierro","18 X 33,5"
"RODETE","Museo del Pueblo de Asturias","RODETE","","","Objeto doméstico -","Tela","5 X 20"
"FUNDA DE ANTEOJOS","Museo del Pueblo de Asturias","FUNDA DE ANTEOJOS","","","Uso personal - Complementos","Zinc","1,5 X 12 X 4,5"
"PEINE DE DESPIOJAR","Museo del Pueblo de Asturias","PEINE DE DESPIOJAR","","Perla","Uso personal - Estética/Higiene","Madera","8,3 X 5"
"PEINE DE DESPIOJAR","Museo del Pueblo de Asturias","PEINE DE DESPIOJAR","","","Uso personal - Estética/Higiene","Madera","9 X 5,5"
"GUBIA","Museo del Pueblo de Asturias","GUBIA","","","H y E. Oficios - madreñero","Hierro","19 X 6,5 X 1,5"
"CANDADO","Museo del Pueblo de Asturias","CANDADO","","","Objeto doméstico","Hierro, acero","10 X 5,5 X 2"
"CANDADO","Museo del Pueblo de Asturias","CANDADO","","","Objeto doméstico","Hierro, acero","10 X 5,5 X 2"
"PIEDRA DE AFILAR LA GUADAÑA","Museo del Pueblo de Asturias","PIEDRA DE AFILAR LA GUADAÑA","","La Agrícola Fábrica de piedras de afilar (Galicia)","Herramientas y Equipos - Agricultura","Pizarra","22,5 X 3,3 X 1,3"
"PIEDRA DE AFILAR LA GUADAÑA","Museo del Pueblo de Asturias","PIEDRA DE AFILAR LA GUADAÑA","","La Agrícola Fábrica de piedras de afilar (Galicia)","Herramientas y Equipos - Agricultura","Pizarra","2 X 21 X 4,5"
"PIEDRA DE AFILAR LA GUADAÑA","Museo del Pueblo de Asturias","PIEDRA DE AFILAR LA GUADAÑA","","La Agrícola Fábrica de piedras de afilar (Galicia)","Herramientas y Equipos - Agricultura","Pizarra","1,5 X 19 X 3"
"PIEDRA DE AFILAR LA GUADAÑA","Museo del Pueblo de Asturias","PIEDRA DE AFILAR LA GUADAÑA","","La Agrícola Fábrica de piedras de afilar (Galicia)","Herramientas y Equipos - Agricultura","Pizarra","1 X 23 X 3,3"
"PIEDRA DE AFILAR LA GUADAÑA","Museo del Pueblo de Asturias","PIEDRA DE AFILAR LA GUADAÑA","","La Agrícola Fábrica de piedras de afilar (Galicia)","Herramientas y Equipos - Agricultura","Pizarra","1,5 X 19 X 3"
"PIEDRA DE AFILAR LA GUADAÑA","Museo del Pueblo de Asturias","PIEDRA DE AFILAR LA GUADAÑA","","La Agrícola Fábrica de piedras de afilar (Galicia)","Herramientas y Equipos - Agricultura","Pizarra","1,5 X 23 X 3,6"
"CLAVOS","Museo del Pueblo de Asturias","CLAVOS","","","H y E. - Oficios - carpintero","Hierro","Variada"
"HIERROS PARA FERRAR LAS BOTAS","Museo del Pueblo de Asturias","HIERROS PARA FERRAR LAS BOTAS","","","H y E. - Oficios - zapatero","Hierro","9 X 8,3 X 0,5 (las dos=)"
"LOTE: ATLAS DE CERRAJERIA, MEMORIA DE LA EXPOSICIÓN DE GANADERIA, 5 REVISTAS DE MODA, 2 LAMINAS DE LA ULTIMA MODA Y PERIODICO LA ILUSTRACIÓN IBERICA","MPA","LOTE: ATLAS DE CERRAJERIA, MEMORIA DE LA EXPOSICIÓN DE GANAD","LOTE DE DOCUMENTOS","","CERAJERIA, MODA, GANADERIA","PAPEL","VARIAS"
"LIBRO MUSEU DE LA VIDA RURAL DE L ESPLUGA DE FRANCOLI","MPA","LIBRO MUSEU DE LA VIDA RURAL DE L ESPLUGA DE FRANCOLI","LIBRO","","CATALOGOS MUSEOS","",""
"LIBRO EXVOTOS PINTADOS DE MONTSERRART","MPA","LIBRO EXVOTOS PINTADOS DE MONTSERRART","LIBRO","","RELIGION","",""
"LIBRO NIGRA SUM ICONOGRAFIA DE SANTA MARIA DE MONTSERRAT","MPA","LIBRO NIGRA SUM ICONOGRAFIA DE SANTA MARIA DE MONTSERRAT","LIBRO","","RELIGION","",""
"LIBRO TITULADO EL VIDRIO","MPA","LIBRO TITULADO EL VIDRIO","LIBRO","","INDUSTRIA,VIDRIO","",""
"LIBRO MECANIZACION DE LA CASA UNA HISTORIA DEL ELECTRODOMESTICO","MPA","LIBRO MECANIZACION DE LA CASA UNA HISTORIA DEL ELECTRODOMEST","LIBRO","","COCINA","",""
"FOLLETO SANTA MISION, OVIEDO, 1956","MPA","FOLLETO SANTA MISION, OVIEDO, 1856","FOLLETO","","RELIGION","",""
"FOLLETO ROMANCE DE LA DANZA PRIMA, POLA DE SIERO, 1950","MPA","FOLLETO ROMANCE DE LA DANZA PRIMA, POLA DE SIERO, 1950","FOLLETO","","","PAPEL",""
"LIBRO LA VIDA SOBRE PAPEL. COLECCION DE LA BIBLIOTECA NACIONAL","MPA","LIBRO LA VIDA SOBRE PAPEL. COLECCION DE LA BIBLIOTECA NACION","LIBRO","","ARTES GRAFICAS","PAPEL",""
"DIPLOMA DE LA EXPOSICION REGIONAL DE GIJON  CONCEDIENDO UNA MEDALLA DE PLATA POR UNA MESA REVUELTA","MPA","DIPLOMA DE LA EXPOSICION REGIONAL DE GIJON  CONCEDIENDO UNA","DIPLOMA DE LA EXPOSICION REGIONAL DE GIJON  CONCEDIENDO UNA","","DIPLOMAS","PAPEL","39,3X52 CM"
"LOTE: DOS LIBRETAS DE RECETAS, DOS LIBROS DE ABGRICULTURA, 1 LIBRO SOBRE LA ESCUELA Y UN LIBRO TITULADO RAMILLETE DEL AMA DE CASA","MPA","LOTE: DOS LIBRETAS DE RECETAS, DOS LIBROS DE ABGRICULTURA, 1","LOTE DE DOCUMENTOS","","AGRICULTURA, ENSEÑANZA, COCINA","",""
